Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,13,2,.867,—,11,4,97.2,89.9
New York Knicks,7,6,.538,5.0,6,7,105.2,106.6
Philadelphia 76ers,7,7,.500,5.5,8,6,95.1,93.0
New Jersey Nets,6,6,.500,5.5,5,7,99.9,103.2
Toronto Raptors,6,7,.462,6.0,6,7,98.7,100.7
Cleveland Cavaliers,10,3,.769,—,10,3,101.2,93.1
Detroit Pistons,8,5,.615,2.0,6,7,95.8,96.6
Chicago Bulls,7,8,.467,4.0,6,9,98.5,101.3
Milwaukee Bucks,7,9,.438,4.5,7,9,95.4,96.5
Indiana Pacers,5,7,.417,4.5,7,5,99.7,97.7
Orlando Magic,10,4,.714,—,10,4,99.7,94.4
Atlanta Hawks,8,5,.615,1.5,7,6,98.5,97.5
Miami Heat,7,7,.500,3.0,9,5,98.8,95.7
Charlotte Bobcats,4,9,.308,5.5,4,9,87.2,91.4
Washington Wizards,1,10,.091,7.5,2,9,94.6,103.5
Denver Nuggets,9,5,.643,—,8,6,99.5,97.2
Portland Trail Blazers,9,6,.600,0.5,9,6,97.9,95.7
Utah Jazz,9,6,.600,0.5,9,6,98.3,95.7
Minnesota Timberwolves,3,9,.250,5.0,5,7,96.5,99.0
Oklahoma City Thunder,1,13,.071,8.0,2,12,89.5,101.8
Los Angeles Lakers,11,1,.917,—,10,2,105.9,92.7
Phoenix Suns,9,5,.643,3.0,8,6,100.0,97.9
Golden State Warriors,5,8,.385,6.5,6,7,103.5,104.8
Sacramento Kings,5,11,.313,8.0,5,11,98.4,104.1
Los Angeles Clippers,2,12,.143,10.0,3,11,90.7,100.6
Houston Rockets,10,5,.667,—,9,6,94.1,90.5
New Orleans Hornets,8,5,.615,1.0,9,4,96.3,91.8
San Antonio Spurs,7,6,.538,2.0,7,6,92.8,92.2
Dallas Mavericks,6,7,.462,3.0,7,6,98.0,96.5
Memphis Grizzlies,4,10,.286,5.5,4,10,92.0,97.6
