Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,26,9,.743,—,23,12,103.1,98.4
Cleveland Cavaliers,24,9,.727,1.0,20,13,111.3,107.6
Toronto Raptors,22,8,.733,1.5,23,7,111.6,103.0
Indiana Pacers,18,14,.563,6.5,18,14,108.2,106.6
Washington Wizards,17,14,.548,7.0,18,13,105.6,103.1
Detroit Pistons,17,14,.548,7.0,16,15,102.6,102.3
New York Knicks,17,14,.548,7.0,16,15,104.3,103.5
Milwaukee Bucks,16,13,.552,7.0,14,15,105.0,105.4
Miami Heat,16,15,.516,8.0,13,18,99.9,101.8
Philadelphia 76ers,14,17,.452,10.0,15,16,108.6,109.4
Brooklyn Nets,11,19,.367,12.5,11,19,106.8,110.7
Charlotte Hornets,11,20,.355,13.0,13,18,104.4,106.4
Orlando Magic,11,21,.344,13.5,11,21,105.7,110.3
Chicago Bulls,10,21,.323,14.0,9,22,99.7,106.1
Atlanta Hawks,7,24,.226,17.0,10,21,103.1,108.4
Houston Rockets,25,5,.833,—,24,6,115.3,104.6
Golden State Warriors,25,6,.806,0.5,25,6,116.2,105.3
San Antonio Spurs,22,11,.667,4.5,20,13,100.8,98.0
Minnesota Timberwolves,19,13,.594,7.0,17,15,107.8,106.3
Portland Trail Blazers,16,15,.516,9.5,18,13,102.4,100.5
Oklahoma City Thunder,16,15,.516,9.5,18,13,102.1,99.5
Denver Nuggets,16,15,.516,9.5,16,15,107.3,107.3
New Orleans Pelicans,15,16,.484,10.5,14,17,110.7,111.8
Utah Jazz,15,18,.455,11.5,18,15,102.1,100.6
Los Angeles Clippers,12,18,.400,13.0,13,17,103.5,105.6
Phoenix Suns,12,22,.353,15.0,10,24,105.8,112.8
Los Angeles Lakers,11,18,.379,13.5,12,17,107.1,109.8
Sacramento Kings,11,20,.355,14.5,7,24,96.5,105.0
Dallas Mavericks,9,23,.281,17.0,13,19,99.7,102.6
Memphis Grizzlies,9,23,.281,17.0,11,21,96.6,101.0
