Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,48,34,.585,—,50,32,101.3,98.0
Brooklyn Nets,44,38,.537,4.0,38,44,98.5,99.5
New York Knicks,37,45,.451,11.0,39,43,98.6,99.4
Boston Celtics,25,57,.305,23.0,28,54,96.2,100.7
Philadelphia 76ers,19,63,.232,29.0,16,66,99.5,109.9
Indiana Pacers,56,26,.683,—,54,28,96.7,92.3
Chicago Bulls,48,34,.585,8.0,47,35,93.7,91.8
Cleveland Cavaliers,33,49,.402,23.0,32,50,98.2,101.5
Detroit Pistons,29,53,.354,27.0,31,51,101.0,104.7
Milwaukee Bucks,15,67,.183,41.0,20,62,95.5,103.7
Miami Heat,54,28,.659,—,54,28,102.2,97.4
Washington Wizards,44,38,.537,10.0,45,37,100.7,99.4
Charlotte Bobcats,43,39,.524,11.0,40,42,96.9,97.1
Atlanta Hawks,38,44,.463,16.0,40,42,101.0,101.5
Orlando Magic,23,59,.280,31.0,26,56,96.5,102.0
Oklahoma City Thunder,59,23,.720,—,58,24,106.2,99.8
Portland Trail Blazers,54,28,.659,5.0,52,30,106.7,102.8
Minnesota Timberwolves,40,42,.488,19.0,48,34,106.9,104.3
Denver Nuggets,36,46,.439,23.0,35,47,104.4,106.5
Utah Jazz,25,57,.305,34.0,22,60,95.0,102.2
Los Angeles Clippers,57,25,.695,—,59,23,107.9,101.0
Golden State Warriors,51,31,.622,6.0,54,28,104.3,99.5
Phoenix Suns,48,34,.585,9.0,48,34,105.2,102.6
Sacramento Kings,28,54,.341,29.0,33,49,100.5,103.4
Los Angeles Lakers,27,55,.329,30.0,25,57,103.0,109.2
San Antonio Spurs,62,20,.756,—,61,21,105.4,97.6
Houston Rockets,54,28,.659,8.0,53,29,107.7,103.1
Memphis Grizzlies,50,32,.610,12.0,46,36,96.1,94.6
Dallas Mavericks,49,33,.598,13.0,48,34,104.8,102.4
New Orleans Pelicans,34,48,.415,28.0,33,49,99.7,102.4
