Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,11,3,.786,—,10,4,104.9,97.1
Miami Heat,9,4,.692,1.5,9,4,97.5,91.8
Toronto Raptors,9,6,.600,2.5,10,5,100.9,96.5
Atlanta Hawks,9,6,.600,2.5,8,7,101.4,100.0
Chicago Bulls,8,4,.667,2.0,6,6,100.5,99.4
Indiana Pacers,8,5,.615,2.5,9,4,99.6,94.5
Washington Wizards,6,4,.600,3.0,4,6,103.6,105.3
Charlotte Hornets,8,6,.571,3.0,9,5,104.6,101.1
New York Knicks,8,7,.533,3.5,7,8,97.6,97.7
Boston Celtics,7,6,.538,3.5,9,4,103.7,97.8
Detroit Pistons,7,7,.500,4.0,6,8,96.4,97.4
Milwaukee Bucks,6,8,.429,5.0,4,10,97.0,103.9
Orlando Magic,6,8,.429,5.0,6,8,100.6,102.0
Brooklyn Nets,3,11,.214,8.0,4,10,96.7,104.4
Philadelphia 76ers,0,15,.000,11.5,2,13,90.4,103.9
Golden State Warriors,15,0,1.000,—,13,2,114.5,100.1
San Antonio Spurs,11,3,.786,3.5,11,3,100.2,91.0
Dallas Mavericks,9,5,.643,5.5,8,6,102.2,100.4
Oklahoma City Thunder,9,6,.600,6.0,10,5,109.8,104.1
Memphis Grizzlies,7,7,.500,7.5,4,10,94.8,100.1
Phoenix Suns,7,7,.500,7.5,8,6,104.9,102.3
Los Angeles Clippers,6,7,.462,8.0,6,7,103.0,104.5
Utah Jazz,6,7,.462,8.0,7,6,94.6,93.8
Denver Nuggets,6,8,.429,8.5,5,9,100.6,104.9
Minnesota Timberwolves,6,8,.429,8.5,7,7,101.5,102.2
Portland Trail Blazers,6,9,.400,9.0,7,8,101.1,101.8
Houston Rockets,5,9,.357,9.5,4,10,100.2,107.1
Sacramento Kings,5,10,.333,10.0,6,9,104.5,108.3
New Orleans Pelicans,3,11,.214,11.5,4,10,102.1,108.9
Los Angeles Lakers,2,11,.154,12.0,4,9,98.2,105.4
