Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,54,23,.701,—,54,23,96.7,90.8
Philadelphia 76ers,40,38,.513,14.5,44,34,99.3,97.5
New York Knicks,39,38,.506,15.0,40,37,106.7,106.0
New Jersey Nets,24,53,.312,30.0,23,54,93.9,100.0
Toronto Raptors,21,56,.273,33.0,23,54,99.6,105.9
Chicago Bulls,57,20,.740,—,57,20,98.6,91.5
Indiana Pacers,35,43,.449,22.5,35,43,99.4,100.7
Milwaukee Bucks,31,46,.403,26.0,35,42,91.3,92.4
Detroit Pistons,26,51,.338,31.0,27,50,96.2,100.3
Cleveland Cavaliers,16,61,.208,41.0,16,61,95.2,104.9
Miami Heat,54,23,.701,—,57,20,102.3,95.0
Orlando Magic,49,29,.628,5.5,53,25,99.2,93.9
Atlanta Hawks,44,34,.564,10.5,39,39,95.3,95.3
Charlotte Bobcats,32,45,.416,22.0,27,50,92.8,96.8
Washington Wizards,21,56,.273,33.0,20,57,97.1,104.8
Oklahoma City Thunder,51,26,.662,—,48,29,104.3,100.8
Denver Nuggets,47,30,.610,4.0,50,27,107.2,102.6
Portland Trail Blazers,45,33,.577,6.5,43,35,96.4,94.9
Utah Jazz,37,41,.474,14.5,34,44,99.6,101.4
Minnesota Timberwolves,17,61,.218,34.5,24,54,100.7,106.9
Los Angeles Lakers,55,22,.714,—,56,21,101.6,94.9
Phoenix Suns,37,40,.481,18.0,37,40,104.9,105.6
Golden State Warriors,34,44,.436,21.5,32,46,103.3,105.9
Los Angeles Clippers,31,47,.397,24.5,31,47,98.7,101.6
Sacramento Kings,23,54,.299,32.0,26,51,99.2,104.2
San Antonio Spurs,59,19,.756,—,54,24,103.5,97.8
Dallas Mavericks,53,24,.688,5.5,48,29,99.8,96.1
New Orleans Hornets,44,33,.571,14.5,43,34,95.0,93.5
Memphis Grizzlies,44,34,.564,15.0,45,33,99.9,97.5
Houston Rockets,41,37,.526,18.0,44,34,106.2,104.2
