Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,21,9,.700,—,20,10,102.3,97.0
Brooklyn Nets,16,14,.533,5.0,16,14,94.9,94.1
Boston Celtics,14,16,.467,7.0,13,17,95.9,98.1
Philadelphia 76ers,14,17,.452,7.5,13,18,93.2,95.7
Toronto Raptors,11,20,.355,10.5,12,19,96.7,99.8
Indiana Pacers,17,13,.567,—,17,13,92.0,90.5
Chicago Bulls,16,12,.571,—,15,13,92.7,91.5
Milwaukee Bucks,16,13,.552,0.5,14,15,95.8,96.0
Detroit Pistons,11,22,.333,7.5,14,19,94.9,96.6
Cleveland Cavaliers,7,25,.219,11.0,10,22,93.9,99.4
Miami Heat,20,8,.714,—,19,9,102.7,97.8
Atlanta Hawks,19,9,.679,1.0,17,11,97.8,95.0
Orlando Magic,12,18,.400,9.0,12,18,92.8,95.7
Charlotte Bobcats,7,23,.233,14.0,7,23,95.6,104.5
Washington Wizards,4,24,.143,16.0,7,21,88.8,96.6
Oklahoma City Thunder,23,6,.793,—,22,7,105.7,96.7
Denver Nuggets,17,15,.531,7.5,18,14,101.9,100.0
Portland Trail Blazers,15,14,.517,8.0,12,17,96.9,99.0
Minnesota Timberwolves,14,13,.519,8.0,15,12,95.6,94.6
Utah Jazz,15,17,.469,9.5,15,17,98.5,99.6
Los Angeles Clippers,25,6,.806,—,25,6,102.4,92.3
Golden State Warriors,21,10,.677,4.0,18,13,101.3,98.7
Los Angeles Lakers,15,15,.500,9.5,18,12,103.0,100.2
Sacramento Kings,11,19,.367,13.5,10,20,96.8,101.8
Phoenix Suns,11,20,.355,14.0,12,19,97.4,101.0
San Antonio Spurs,24,8,.750,—,24,8,105.6,97.2
Memphis Grizzlies,19,8,.704,2.5,18,9,95.1,90.1
Houston Rockets,16,14,.533,7.0,16,14,105.3,103.8
Dallas Mavericks,12,19,.387,11.5,11,20,98.3,103.1
New Orleans Hornets,7,23,.233,16.0,9,21,91.6,97.5
