Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,46,33,.582,—,48,31,90.1,87.3
Miami Heat,40,40,.500,6.5,41,39,90.3,90.0
New York Knicks,38,42,.475,8.5,36,44,91.9,93.3
Boston Celtics,35,45,.438,11.5,36,44,95.0,96.4
Philadelphia 76ers,33,46,.418,13.0,33,46,88.1,90.2
Washington Wizards,25,55,.313,21.5,25,55,92.1,97.4
Orlando Magic,19,61,.238,27.5,21,59,94.0,101.4
Indiana Pacers,59,21,.738,—,57,23,91.1,85.4
Detroit Pistons,53,27,.663,6.0,57,23,90.1,84.3
Milwaukee Bucks,41,39,.513,18.0,43,37,98.3,97.1
New Orleans Hornets,40,40,.500,19.0,39,41,91.7,92.0
Cleveland Cavaliers,33,47,.413,26.0,32,48,92.8,95.7
Toronto Raptors,31,48,.392,27.5,30,49,85.1,88.3
Atlanta Hawks,27,53,.338,32.0,26,54,91.9,96.9
Chicago Bulls,22,57,.278,36.5,22,57,89.4,95.9
Minnesota Timberwolves,56,24,.700,—,55,25,94.3,89.0
San Antonio Spurs,54,25,.684,1.5,59,20,91.7,84.8
Dallas Mavericks,50,29,.633,5.5,51,28,105.3,100.8
Memphis Grizzlies,50,29,.633,5.5,48,31,96.9,94.0
Houston Rockets,44,36,.550,12.0,46,34,89.5,87.8
Denver Nuggets,42,38,.525,14.0,44,36,97.6,96.3
Utah Jazz,42,38,.525,14.0,37,43,88.7,89.7
Los Angeles Lakers,54,25,.684,—,51,28,98.1,93.9
Sacramento Kings,54,25,.684,—,53,26,103.2,98.0
Portland Trail Blazers,41,39,.513,13.5,37,43,90.9,92.0
Seattle SuperSonics,36,44,.450,18.5,37,43,96.7,97.7
Golden State Warriors,35,44,.443,19.0,37,42,92.9,93.7
Los Angeles Clippers,27,52,.342,27.0,28,51,95.0,99.3
Phoenix Suns,27,52,.342,27.0,28,51,94.3,98.3
