Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,8,1,.889,—,7,2,116.2,107.8
Milwaukee Bucks,7,1,.875,0.5,7,1,119.1,105.8
Indiana Pacers,7,3,.700,1.5,7,3,107.9,102.7
Boston Celtics,6,3,.667,2.0,6,3,103.9,99.8
Philadelphia 76ers,6,4,.600,2.5,5,5,113.1,112.0
Charlotte Hornets,5,5,.500,3.5,7,3,115.7,108.1
Detroit Pistons,4,4,.500,3.5,3,5,109.5,112.1
Miami Heat,3,5,.375,4.5,4,4,112.5,112.3
Brooklyn Nets,3,6,.333,5.0,3,6,108.6,112.9
Atlanta Hawks,3,6,.333,5.0,2,7,110.8,120.2
New York Knicks,3,6,.333,5.0,4,5,107.3,109.8
Orlando Magic,2,6,.250,5.5,1,7,99.9,111.9
Chicago Bulls,2,8,.200,6.5,3,7,107.2,115.0
Washington Wizards,1,7,.125,6.5,2,6,111.8,123.9
Cleveland Cavaliers,1,8,.111,7.0,2,7,106.1,117.9
Golden State Warriors,9,1,.900,—,8,2,124.1,110.6
Denver Nuggets,8,1,.889,0.5,7,2,111.4,101.9
San Antonio Spurs,6,2,.750,2.0,5,3,113.9,110.8
Memphis Grizzlies,5,2,.714,2.5,5,2,104.6,100.0
Portland Trail Blazers,6,3,.667,2.5,6,3,117.9,110.8
Sacramento Kings,6,3,.667,2.5,5,4,119.8,116.6
Los Angeles Clippers,5,4,.556,3.5,6,3,115.8,109.9
Oklahoma City Thunder,4,4,.500,4.0,4,4,112.1,110.8
Utah Jazz,4,5,.444,4.5,5,4,109.8,108.7
New Orleans Pelicans,4,5,.444,4.5,4,5,118.9,120.6
Los Angeles Lakers,4,5,.444,4.5,5,4,120.2,119.9
Minnesota Timberwolves,4,5,.444,4.5,3,6,114.1,118.2
Houston Rockets,3,5,.375,5.0,3,5,106.3,112.1
Dallas Mavericks,2,7,.222,6.5,3,6,110.8,116.8
Phoenix Suns,1,7,.125,7.0,1,7,102.8,116.8
