Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,43,12,.782,—,45,10,100.4,90.5
Toronto Raptors,31,24,.564,12.0,36,19,99.9,95.6
New Jersey Nets,25,31,.446,18.5,19,37,94.2,99.1
Philadelphia 76ers,25,32,.439,19.0,28,29,95.0,95.3
New York Knicks,17,39,.304,26.5,16,40,94.9,101.3
Detroit Pistons,42,15,.737,—,44,13,98.3,90.3
Cleveland Cavaliers,32,24,.571,9.5,26,30,97.3,98.1
Chicago Bulls,22,34,.393,19.5,22,34,95.6,98.5
Indiana Pacers,22,35,.386,20.0,23,34,102.3,105.0
Milwaukee Bucks,21,35,.375,20.5,16,40,95.0,101.5
Orlando Magic,36,22,.621,—,36,22,104.4,100.7
Washington Wizards,27,29,.482,8.0,28,28,98.5,98.4
Atlanta Hawks,23,32,.418,11.5,23,32,95.0,97.5
Charlotte Bobcats,19,37,.339,16.0,17,39,95.3,100.9
Miami Heat,9,45,.167,25.0,13,41,93.2,100.9
Utah Jazz,36,20,.643,—,39,17,105.5,99.7
Denver Nuggets,33,23,.589,3.0,32,24,107.0,104.8
Portland Trail Blazers,29,27,.518,7.0,27,29,95.3,96.0
Seattle SuperSonics,15,40,.273,20.5,15,40,96.8,103.6
Minnesota Timberwolves,11,43,.204,24.0,14,40,93.4,100.7
Los Angeles Lakers,39,17,.696,—,40,16,108.0,100.8
Phoenix Suns,38,18,.679,1.0,37,19,109.2,104.2
Golden State Warriors,33,22,.600,5.5,31,24,110.1,108.1
Sacramento Kings,26,29,.473,12.5,24,31,100.8,102.6
Los Angeles Clippers,19,35,.352,19.0,18,36,94.3,99.1
San Antonio Spurs,38,17,.691,—,38,17,96.1,90.8
Dallas Mavericks,38,19,.667,1.0,37,20,99.2,95.1
New Orleans Hornets,37,18,.673,1.0,37,18,99.7,94.8
Houston Rockets,36,20,.643,2.5,36,20,96.3,92.6
Memphis Grizzlies,14,42,.250,24.5,18,38,99.5,105.0
