Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,5,5,.500,—,6,4,88.4,87.1
New Jersey Nets,5,6,.455,0.5,6,5,85.8,84.7
Philadelphia 76ers,5,6,.455,0.5,6,5,91.5,91.2
Washington Wizards,4,6,.400,1.0,5,5,93.0,92.4
New York Knicks,3,7,.300,2.0,3,7,86.6,90.6
Miami Heat,3,8,.273,2.5,2,9,83.6,92.9
Orlando Magic,1,10,.091,4.5,3,8,88.3,95.8
Indiana Pacers,8,2,.800,—,7,3,87.7,83.4
New Orleans Hornets,8,3,.727,0.5,7,4,97.5,94.7
Detroit Pistons,7,4,.636,1.5,7,4,95.1,90.1
Milwaukee Bucks,5,5,.500,3.0,6,4,97.4,93.7
Toronto Raptors,5,5,.500,3.0,3,7,77.8,84.0
Cleveland Cavaliers,4,7,.364,4.5,5,6,91.5,93.5
Atlanta Hawks,4,8,.333,5.0,4,8,91.4,95.8
Chicago Bulls,4,8,.333,5.0,2,10,87.9,97.8
Houston Rockets,7,3,.700,—,8,2,89.0,81.0
Dallas Mavericks,7,4,.636,0.5,7,4,98.9,94.1
San Antonio Spurs,7,5,.583,1.0,8,4,87.8,83.3
Minnesota Timberwolves,6,5,.545,1.5,7,4,88.3,85.1
Utah Jazz,6,5,.545,1.5,5,6,91.5,92.6
Memphis Grizzlies,5,4,.556,1.5,5,4,93.6,91.3
Denver Nuggets,5,5,.500,2.0,5,5,89.2,90.2
Los Angeles Lakers,8,3,.727,—,7,4,100.5,96.2
Seattle SuperSonics,6,3,.667,1.0,5,4,97.9,95.6
Sacramento Kings,6,4,.600,1.5,6,4,101.9,98.7
Portland Trail Blazers,5,5,.500,2.5,4,6,91.6,94.4
Los Angeles Clippers,4,3,.571,2.0,3,4,102.6,104.4
Golden State Warriors,4,6,.400,3.5,5,5,92.3,92.1
Phoenix Suns,4,6,.400,3.5,5,5,91.6,91.8
