Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,13,5,.722,—,12,6,102.1,96.6
Indiana Pacers,12,6,.667,1.0,12,6,102.4,96.8
Toronto Raptors,12,8,.600,2.0,13,7,100.2,96.4
Chicago Bulls,11,5,.688,1.0,9,7,98.9,97.8
Miami Heat,11,6,.647,1.5,11,6,96.3,92.6
Atlanta Hawks,12,9,.571,2.5,12,9,101.6,100.0
Boston Celtics,11,8,.579,2.5,13,6,102.6,97.5
Orlando Magic,11,8,.579,2.5,11,8,101.6,99.3
Charlotte Hornets,10,8,.556,3.0,11,7,102.3,99.7
Detroit Pistons,10,9,.526,3.5,10,9,98.2,97.9
New York Knicks,9,10,.474,4.5,9,10,97.0,98.2
Washington Wizards,7,9,.438,5.0,6,10,99.4,104.1
Milwaukee Bucks,7,12,.368,6.5,5,14,95.3,102.8
Brooklyn Nets,5,13,.278,8.0,5,13,95.7,101.9
Philadelphia 76ers,1,19,.050,13.0,3,17,91.2,102.1
Golden State Warriors,20,0,1.000,—,18,2,115.3,99.9
San Antonio Spurs,16,4,.800,4.0,16,4,98.9,88.5
Oklahoma City Thunder,11,8,.579,8.5,13,6,108.2,102.7
Dallas Mavericks,11,8,.579,8.5,10,9,100.8,100.5
Memphis Grizzlies,11,9,.550,9.0,8,12,96.4,99.9
Los Angeles Clippers,10,9,.526,9.5,10,9,102.7,101.8
Utah Jazz,8,9,.471,10.5,9,8,95.9,94.5
Minnesota Timberwolves,8,10,.444,11.0,9,9,100.7,101.1
Houston Rockets,8,11,.421,11.5,6,13,102.2,107.6
Phoenix Suns,8,11,.421,11.5,10,9,106.3,105.8
Portland Trail Blazers,8,12,.400,12.0,10,10,101.8,102.2
Denver Nuggets,7,13,.350,13.0,6,14,96.7,103.0
Sacramento Kings,7,13,.350,13.0,7,13,104.9,108.8
New Orleans Pelicans,4,15,.211,15.5,5,14,101.6,109.1
Los Angeles Lakers,3,15,.167,16.0,4,14,97.3,105.7
