Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,30,17,.638,—,29,18,97.5,94.1
New York Knicks,29,18,.617,1.0,27,20,93.2,91.4
Philadelphia 76ers,27,22,.551,4.0,24,25,94.5,94.6
Orlando Magic,24,26,.480,7.5,26,24,101.8,101.5
Boston Celtics,21,28,.429,10.0,20,29,97.3,99.6
New Jersey Nets,19,30,.388,12.0,23,26,97.2,98.2
Washington Wizards,15,34,.306,16.0,17,32,96.1,100.6
Indiana Pacers,32,16,.667,—,34,14,102.4,96.0
Charlotte Hornets,27,20,.574,4.5,27,20,100.0,97.8
Toronto Raptors,26,21,.553,5.5,24,23,99.2,99.0
Milwaukee Bucks,26,24,.520,7.0,25,25,103.3,103.1
Detroit Pistons,25,23,.521,7.0,25,23,104.0,103.2
Atlanta Hawks,19,28,.404,12.5,20,27,98.9,101.1
Cleveland Cavaliers,19,30,.388,13.5,18,31,97.4,101.0
Chicago Bulls,10,37,.213,21.5,8,39,85.6,95.4
San Antonio Spurs,32,17,.653,—,36,13,96.0,89.3
Utah Jazz,29,18,.617,2.0,30,17,95.5,91.8
Minnesota Timberwolves,27,20,.574,4.0,25,22,96.9,96.3
Denver Nuggets,21,27,.438,10.5,20,28,98.2,100.5
Dallas Mavericks,20,28,.417,11.5,22,26,102.0,103.2
Houston Rockets,20,30,.400,12.5,22,28,98.4,99.9
Vancouver Grizzlies,14,34,.292,17.5,16,32,93.9,98.6
Portland Trail Blazers,38,11,.776,—,37,12,97.1,89.3
Los Angeles Lakers,37,11,.771,0.5,38,10,99.6,90.9
Seattle SuperSonics,31,20,.608,8.0,27,24,97.9,97.3
Sacramento Kings,30,18,.625,7.5,29,19,105.5,102.5
Phoenix Suns,29,19,.604,8.5,31,17,98.8,94.6
Golden State Warriors,12,35,.255,25.0,13,34,96.2,103.1
Los Angeles Clippers,11,38,.224,27.0,9,40,91.8,102.2
