Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,45,15,.750,—,44,16,98.4,91.7
New York Knicks,31,29,.517,14.0,31,29,106.4,105.8
Philadelphia 76ers,31,30,.508,14.5,35,26,98.7,96.8
New Jersey Nets,19,43,.306,27.0,19,43,94.0,99.9
Toronto Raptors,17,46,.270,29.5,19,44,99.4,105.5
Chicago Bulls,42,18,.700,—,43,17,97.9,91.9
Indiana Pacers,27,35,.435,16.0,29,33,99.7,100.5
Milwaukee Bucks,23,37,.383,19.0,26,34,91.4,93.0
Detroit Pistons,22,41,.349,21.5,22,41,95.5,99.7
Cleveland Cavaliers,12,49,.197,30.5,12,49,96.2,106.1
Miami Heat,43,19,.694,—,45,17,101.8,95.0
Orlando Magic,40,23,.635,3.5,44,19,100.0,94.2
Atlanta Hawks,37,25,.597,6.0,33,29,96.1,95.3
Charlotte Bobcats,26,36,.419,17.0,23,39,93.5,97.0
Washington Wizards,16,45,.262,26.5,17,44,96.8,103.7
Oklahoma City Thunder,38,22,.633,—,35,25,104.5,102.0
Denver Nuggets,37,27,.578,3.0,39,25,107.3,104.0
Portland Trail Blazers,35,27,.565,4.0,33,29,96.2,95.5
Utah Jazz,33,30,.524,6.5,30,33,99.8,100.3
Minnesota Timberwolves,15,49,.234,25.0,20,44,101.5,107.3
Los Angeles Lakers,44,19,.698,—,45,18,101.9,95.6
Phoenix Suns,32,28,.533,10.5,30,30,105.1,105.0
Golden State Warriors,27,34,.443,16.0,24,37,102.7,105.8
Los Angeles Clippers,23,40,.365,21.0,24,39,98.4,101.8
Sacramento Kings,15,45,.250,27.5,19,41,98.0,103.7
San Antonio Spurs,51,11,.823,—,45,17,103.7,96.6
Dallas Mavericks,45,16,.738,5.5,39,22,99.9,95.9
New Orleans Hornets,36,28,.563,16.0,36,28,94.6,92.8
Memphis Grizzlies,34,29,.540,17.5,36,27,99.9,98.0
Houston Rockets,32,32,.500,20.0,34,30,105.6,104.4
