Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,34,12,.739,—,32,14,102.2,96.3
Toronto Raptors,32,15,.681,2.5,31,16,101.6,96.7
Atlanta Hawks,27,21,.563,8.0,27,21,101.9,99.9
Boston Celtics,27,21,.563,8.0,31,17,104.6,100.3
Chicago Bulls,26,19,.578,7.5,24,21,101.6,100.5
Miami Heat,26,21,.553,8.5,23,24,95.7,95.7
Indiana Pacers,25,22,.532,9.5,28,19,102.6,99.9
Detroit Pistons,25,23,.521,10.0,27,21,102.1,100.6
New York Knicks,23,26,.469,12.5,22,27,99.5,100.9
Charlotte Hornets,22,25,.468,12.5,23,24,101.6,101.7
Washington Wizards,21,24,.467,12.5,19,26,102.3,104.8
Orlando Magic,20,25,.444,13.5,21,24,98.7,99.9
Milwaukee Bucks,20,29,.408,15.5,16,33,98.1,103.0
Brooklyn Nets,12,36,.250,23.0,12,36,95.4,102.9
Philadelphia 76ers,7,41,.146,28.0,9,39,94.9,105.1
Golden State Warriors,43,4,.915,—,39,8,115.0,102.5
San Antonio Spurs,39,8,.830,4.0,41,6,104.5,91.2
Oklahoma City Thunder,36,13,.735,8.0,36,13,109.4,101.5
Los Angeles Clippers,31,16,.660,12.0,29,18,104.0,100.5
Memphis Grizzlies,28,20,.583,15.5,21,27,97.4,99.0
Dallas Mavericks,27,22,.551,17.0,24,25,100.9,101.3
Houston Rockets,25,25,.500,19.5,23,27,105.1,106.6
Portland Trail Blazers,22,26,.458,21.5,24,24,102.2,102.5
Utah Jazz,21,25,.457,21.5,25,21,97.7,96.7
Sacramento Kings,20,27,.426,23.0,21,26,106.6,108.2
New Orleans Pelicans,18,28,.391,24.5,20,26,102.8,105.0
Denver Nuggets,18,30,.375,25.5,18,30,100.2,104.3
Minnesota Timberwolves,14,34,.292,29.5,18,30,99.5,103.5
Phoenix Suns,14,34,.292,29.5,15,33,101.0,106.8
Los Angeles Lakers,9,40,.184,35.0,10,39,96.1,106.3
