Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,10,2,.833,—,10,2,106.7,94.8
Brooklyn Nets,5,7,.417,5.0,6,6,101.1,101.2
Boston Celtics,4,7,.364,5.5,5,6,106.2,108.4
New York Knicks,3,10,.231,7.5,4,9,95.8,100.8
Philadelphia 76ers,0,12,.000,10.0,1,11,89.3,106.4
Chicago Bulls,8,5,.615,—,7,6,100.2,98.2
Milwaukee Bucks,7,6,.538,1.0,5,8,95.3,98.5
Cleveland Cavaliers,5,6,.455,2.0,6,5,102.5,102.0
Indiana Pacers,5,7,.417,2.5,5,7,91.6,93.0
Detroit Pistons,3,10,.231,5.0,4,9,92.2,97.1
Washington Wizards,8,3,.727,—,7,4,98.3,95.5
Atlanta Hawks,6,5,.545,2.0,5,6,102.3,102.5
Miami Heat,6,6,.500,2.5,6,6,97.1,97.0
Orlando Magic,6,8,.429,3.5,6,8,97.1,99.8
Charlotte Hornets,4,9,.308,5.0,4,9,94.4,99.8
Portland Trail Blazers,9,3,.750,—,9,3,104.4,95.2
Denver Nuggets,5,7,.417,4.0,5,7,103.3,105.7
Utah Jazz,5,8,.385,4.5,5,8,96.8,101.0
Minnesota Timberwolves,3,8,.273,5.5,3,8,101.1,110.0
Oklahoma City Thunder,3,11,.214,7.0,4,10,89.9,95.2
Golden State Warriors,9,2,.818,—,9,2,107.9,97.4
Phoenix Suns,8,5,.615,2.0,7,6,105.2,103.5
Los Angeles Clippers,7,4,.636,2.0,7,4,103.5,100.6
Sacramento Kings,7,5,.583,2.5,7,5,102.6,100.8
Los Angeles Lakers,3,10,.231,7.0,3,10,102.6,112.5
Memphis Grizzlies,11,2,.846,—,10,3,99.4,92.5
Dallas Mavericks,10,3,.769,1.0,11,2,111.3,99.1
Houston Rockets,9,3,.750,1.5,8,4,97.3,92.2
San Antonio Spurs,8,4,.667,2.5,8,4,96.9,91.7
New Orleans Pelicans,6,5,.545,4.0,7,4,103.7,100.5
