Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Orlando Magic,28,10,.737,—,25,13,90.4,86.3
Miami Heat,22,11,.667,3.5,23,10,88.9,84.2
Philadelphia 76ers,19,16,.543,7.5,21,14,89.2,86.9
New York Knicks,19,17,.528,8.0,19,17,86.4,85.9
Washington Wizards,13,22,.371,13.5,15,20,91.4,93.0
Boston Celtics,12,23,.343,14.5,13,22,92.3,95.8
New Jersey Nets,10,25,.286,16.5,12,23,88.3,92.9
Indiana Pacers,24,12,.667,—,22,14,93.9,90.6
Detroit Pistons,22,14,.611,2.0,23,13,90.3,86.8
Atlanta Hawks,22,15,.595,2.5,22,15,86.3,84.1
Milwaukee Bucks,20,15,.571,3.5,19,16,91.5,90.2
Toronto Raptors,18,17,.514,5.5,17,18,90.9,91.6
Cleveland Cavaliers,17,17,.500,6.0,17,17,88.8,88.6
Charlotte Hornets,14,20,.412,9.0,15,19,89.6,91.1
Chicago Bulls,10,25,.286,13.5,8,27,83.3,91.3
Utah Jazz,26,8,.765,—,25,9,93.8,87.3
San Antonio Spurs,24,10,.706,2.0,27,7,93.2,85.2
Houston Rockets,23,12,.657,3.5,21,14,94.7,92.4
Minnesota Timberwolves,20,16,.556,7.0,21,15,93.8,91.4
Dallas Mavericks,11,24,.314,15.5,13,22,89.9,93.3
Denver Nuggets,11,25,.306,16.0,10,26,92.9,99.8
Vancouver Grizzlies,7,29,.194,20.0,9,27,90.3,97.6
Portland Trail Blazers,27,7,.794,—,26,8,95.4,87.7
Los Angeles Lakers,25,13,.658,4.0,25,13,99.0,94.6
Seattle SuperSonics,17,18,.486,10.5,17,18,93.1,93.2
Phoenix Suns,17,19,.472,11.0,18,18,94.9,94.6
Sacramento Kings,15,20,.429,12.5,14,21,98.8,101.5
Golden State Warriors,14,21,.400,13.5,12,23,86.9,90.7
Los Angeles Clippers,4,30,.118,23.0,6,28,89.4,99.4
