Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,34,10,.773,—,30,14,103.0,97.7
Toronto Raptors,29,13,.690,4.0,31,11,112.3,104.6
Cleveland Cavaliers,26,17,.605,7.5,23,20,109.5,108.7
Miami Heat,25,18,.581,8.5,20,23,101.1,101.8
Washington Wizards,25,19,.568,9.0,25,19,106.8,104.6
Indiana Pacers,24,20,.545,10.0,24,20,107.4,106.0
Milwaukee Bucks,23,20,.535,10.5,20,23,105.0,105.9
Detroit Pistons,22,20,.524,11.0,22,20,102.4,101.9
Philadelphia 76ers,20,20,.500,12.0,21,19,108.6,108.2
New York Knicks,20,24,.455,14.0,21,23,104.3,105.1
Charlotte Hornets,17,25,.405,16.0,20,22,105.0,105.7
Chicago Bulls,17,27,.386,17.0,14,30,102.8,108.3
Brooklyn Nets,16,28,.364,18.0,18,26,106.1,109.3
Atlanta Hawks,12,31,.279,21.5,16,27,103.9,108.1
Orlando Magic,12,31,.279,21.5,14,29,105.2,111.1
Golden State Warriors,36,9,.800,—,34,11,115.9,106.8
Houston Rockets,30,12,.714,4.5,30,12,114.6,107.1
San Antonio Spurs,29,16,.644,7.0,28,17,101.4,97.9
Minnesota Timberwolves,29,16,.644,7.0,28,17,108.8,104.7
Oklahoma City Thunder,24,20,.545,11.5,27,17,104.1,101.0
New Orleans Pelicans,22,20,.524,12.5,21,21,111.0,111.0
Portland Trail Blazers,22,21,.512,13.0,22,21,103.7,103.2
Los Angeles Clippers,22,21,.512,13.0,23,20,107.5,106.7
Denver Nuggets,22,21,.512,13.0,22,21,106.2,105.6
Utah Jazz,17,26,.395,18.0,20,23,100.6,101.9
Phoenix Suns,16,28,.364,19.5,13,31,105.3,112.3
Los Angeles Lakers,15,28,.349,20.0,16,27,106.7,110.5
Dallas Mavericks,15,29,.341,20.5,19,25,102.5,104.5
Memphis Grizzlies,14,28,.333,20.5,16,26,99.1,102.3
Sacramento Kings,13,30,.302,22.0,10,33,97.7,106.6
