Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,16,14,.533,—,17,13,88.4,87.0
Boston Celtics,16,16,.500,1.0,16,16,94.8,94.9
Philadelphia 76ers,14,17,.452,2.5,15,16,89.0,89.5
New York Knicks,14,19,.424,3.5,14,19,89.5,91.1
Miami Heat,13,19,.406,4.0,11,21,85.4,89.9
Washington Wizards,8,21,.276,7.5,9,20,88.3,93.7
Orlando Magic,8,24,.250,9.0,9,23,91.9,98.1
Indiana Pacers,23,10,.697,—,21,12,88.4,84.6
New Orleans Hornets,19,12,.613,3.0,17,14,92.9,91.6
Detroit Pistons,18,13,.581,4.0,19,12,88.7,85.9
Toronto Raptors,16,14,.533,5.5,12,18,86.0,88.5
Milwaukee Bucks,15,16,.484,7.0,16,15,94.6,93.8
Cleveland Cavaliers,10,22,.313,12.5,13,19,91.0,93.9
Chicago Bulls,9,22,.290,13.0,8,23,89.0,95.6
Atlanta Hawks,9,24,.273,14.0,9,24,90.1,96.2
San Antonio Spurs,22,10,.688,—,25,7,90.5,82.9
Minnesota Timberwolves,20,10,.667,1.0,20,10,95.0,89.9
Denver Nuggets,19,12,.613,2.5,19,12,97.6,94.3
Dallas Mavericks,18,12,.600,3.0,19,11,101.9,98.1
Utah Jazz,17,14,.548,4.5,16,15,91.9,91.5
Houston Rockets,16,14,.533,5.0,17,13,86.8,85.5
Memphis Grizzlies,15,17,.469,7.0,17,15,95.0,94.5
Los Angeles Lakers,21,7,.750,—,20,8,101.7,95.3
Sacramento Kings,21,8,.724,0.5,21,8,104.1,96.8
Portland Trail Blazers,15,14,.517,6.5,12,17,91.0,93.4
Seattle SuperSonics,15,14,.517,6.5,14,15,95.6,95.9
Golden State Warriors,14,15,.483,7.5,14,15,93.3,93.8
Los Angeles Clippers,12,15,.444,8.5,11,16,95.9,98.3
Phoenix Suns,12,20,.375,11.0,13,19,94.2,97.1
