Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,26,8,.765,—,23,11,103.4,98.3
Cleveland Cavaliers,23,9,.719,2.0,20,12,111.2,107.4
Toronto Raptors,21,8,.724,2.5,22,7,111.6,102.8
Indiana Pacers,18,14,.563,7.0,18,14,108.2,106.6
Washington Wizards,17,14,.548,7.5,18,13,105.6,103.1
Detroit Pistons,17,14,.548,7.5,16,15,102.6,102.3
Milwaukee Bucks,16,13,.552,7.5,14,15,105.0,105.4
New York Knicks,16,14,.533,8.0,15,15,104.3,103.9
Miami Heat,16,15,.516,8.5,13,18,99.9,101.8
Philadelphia 76ers,14,16,.467,10.0,14,16,108.6,109.3
Brooklyn Nets,11,19,.367,13.0,11,19,106.8,110.7
Charlotte Hornets,11,20,.355,13.5,13,18,104.4,106.4
Orlando Magic,11,21,.344,14.0,11,21,105.7,110.3
Chicago Bulls,10,20,.333,14.0,9,21,99.3,105.8
Atlanta Hawks,7,24,.226,17.5,10,21,103.1,108.4
Houston Rockets,25,5,.833,—,24,6,115.3,104.6
Golden State Warriors,25,6,.806,0.5,25,6,116.2,105.3
San Antonio Spurs,22,10,.688,4.0,20,12,101.2,97.9
Minnesota Timberwolves,19,13,.594,7.0,17,15,107.8,106.3
Portland Trail Blazers,16,15,.516,9.5,18,13,102.4,100.5
Oklahoma City Thunder,16,15,.516,9.5,18,13,102.1,99.5
Denver Nuggets,16,15,.516,9.5,16,15,107.3,107.3
New Orleans Pelicans,15,16,.484,10.5,14,17,110.7,111.8
Utah Jazz,14,18,.438,12.0,17,15,102.1,101.0
Los Angeles Clippers,12,18,.400,13.0,13,17,103.5,105.6
Los Angeles Lakers,11,18,.379,13.5,12,17,107.1,109.8
Sacramento Kings,11,20,.355,14.5,7,24,96.5,105.0
Phoenix Suns,11,22,.333,15.5,9,24,106.0,113.3
Memphis Grizzlies,9,22,.290,16.5,11,20,96.6,101.1
Dallas Mavericks,9,23,.281,17.0,13,19,99.7,102.6
