Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,50,26,.658,—,49,27,99.8,95.6
Brooklyn Nets,44,32,.579,6.0,42,34,96.4,95.0
Boston Celtics,40,37,.519,10.5,38,39,96.3,96.4
Philadelphia 76ers,31,45,.408,19.0,29,47,92.9,96.3
Toronto Raptors,29,48,.377,21.5,32,45,96.8,99.1
Indiana Pacers,48,29,.623,—,51,26,94.7,90.2
Chicago Bulls,42,34,.553,5.5,39,37,92.7,92.4
Milwaukee Bucks,37,39,.487,10.5,35,41,99.0,100.3
Detroit Pistons,26,52,.333,22.5,26,52,94.2,98.8
Cleveland Cavaliers,24,52,.316,23.5,26,50,96.8,101.2
Miami Heat,60,16,.789,—,57,19,102.9,95.1
Atlanta Hawks,42,36,.538,19.0,40,38,97.6,97.2
Washington Wizards,29,48,.377,31.5,32,45,93.1,95.2
Orlando Magic,19,59,.244,42.0,22,56,94.1,100.8
Charlotte Bobcats,18,59,.234,42.5,15,62,93.3,103.0
Oklahoma City Thunder,56,21,.727,—,60,17,106.0,96.8
Denver Nuggets,53,24,.688,3.0,51,26,105.9,101.0
Utah Jazz,41,37,.526,15.5,39,39,98.5,98.6
Portland Trail Blazers,33,44,.429,23.0,31,46,97.7,100.3
Minnesota Timberwolves,29,47,.382,26.5,32,44,95.7,97.9
Los Angeles Clippers,51,26,.662,—,55,22,101.1,94.8
Golden State Warriors,44,33,.571,7.0,40,37,100.8,100.1
Los Angeles Lakers,40,37,.519,11.0,41,36,102.0,101.1
Sacramento Kings,27,50,.351,24.0,26,51,99.9,104.7
Phoenix Suns,23,54,.299,28.0,21,56,94.7,101.4
San Antonio Spurs,57,20,.740,—,56,21,103.5,96.2
Memphis Grizzlies,52,25,.675,5.0,50,27,93.6,89.7
Houston Rockets,43,34,.558,14.0,48,29,106.2,102.7
Dallas Mavericks,38,39,.494,19.0,36,41,101.2,102.0
New Orleans Hornets,27,50,.351,30.0,29,48,94.0,97.5
