Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,48,20,.706,—,46,22,95.3,90.3
New York Knicks,41,26,.612,6.5,42,25,88.6,85.5
Miami Heat,41,27,.603,7.0,42,26,89.1,86.2
Orlando Magic,37,31,.544,11.0,38,30,97.9,96.3
Boston Celtics,29,38,.433,18.5,27,40,93.9,96.4
New Jersey Nets,23,47,.329,26.0,24,46,92.1,96.7
Washington Wizards,17,51,.250,31.0,19,49,92.4,99.0
Milwaukee Bucks,42,25,.627,—,41,26,100.6,97.6
Charlotte Hornets,40,28,.588,2.5,40,28,91.8,89.3
Toronto Raptors,36,32,.529,6.5,38,30,97.3,95.7
Indiana Pacers,30,37,.448,12.0,30,37,91.3,92.8
Detroit Pistons,25,43,.368,17.5,28,40,95.2,97.8
Cleveland Cavaliers,24,43,.358,18.0,21,46,91.1,96.3
Atlanta Hawks,21,47,.309,21.5,23,45,89.7,94.1
Chicago Bulls,11,56,.164,31.0,12,55,86.3,96.0
San Antonio Spurs,48,20,.706,—,53,15,96.4,88.3
Utah Jazz,46,20,.697,1.0,47,19,97.4,91.5
Dallas Mavericks,43,25,.632,5.0,44,24,99.9,95.6
Minnesota Timberwolves,40,28,.588,8.0,39,29,97.0,95.1
Houston Rockets,38,30,.559,10.0,39,29,97.1,94.9
Denver Nuggets,33,35,.485,15.0,29,39,96.3,98.6
Vancouver Grizzlies,20,49,.290,28.5,21,48,92.1,97.6
Sacramento Kings,45,21,.682,—,47,19,101.4,95.2
Los Angeles Lakers,45,23,.662,1.0,41,27,101.2,98.3
Portland Trail Blazers,44,24,.647,2.0,45,23,94.9,90.6
Phoenix Suns,39,27,.591,6.0,39,27,93.8,91.5
Seattle SuperSonics,37,33,.529,10.0,33,37,97.4,98.0
Los Angeles Clippers,24,45,.348,22.5,25,44,91.4,95.0
Golden State Warriors,16,52,.235,30.0,16,52,92.9,100.9
