Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,23,20,.535,—,22,21,94.8,94.8
Philadelphia 76ers,23,22,.511,1.0,21,24,101.0,101.8
Boston Celtics,18,27,.400,6.0,19,26,97.7,99.7
Toronto Raptors,15,30,.333,9.0,17,28,99.4,103.3
New York Knicks,14,30,.318,9.5,15,29,97.0,102.0
Detroit Pistons,37,6,.860,—,34,9,99.5,90.6
Cleveland Cavaliers,26,17,.605,11.0,28,15,99.4,95.2
Milwaukee Bucks,23,21,.523,14.5,19,25,96.8,98.9
Indiana Pacers,21,22,.488,16.0,24,19,92.7,91.4
Chicago Bulls,20,24,.455,17.5,22,22,96.8,97.0
Miami Heat,28,18,.609,—,29,17,100.2,96.2
Washington Wizards,21,22,.488,5.5,22,21,99.4,98.9
Orlando Magic,18,24,.429,8.0,18,24,93.3,95.5
Atlanta Hawks,12,31,.279,14.5,13,30,95.8,101.7
Charlotte Bobcats,11,35,.239,17.0,14,32,94.6,100.0
Denver Nuggets,25,22,.532,—,25,22,99.6,98.9
Minnesota Timberwolves,21,22,.488,2.0,23,20,91.7,91.0
Utah Jazz,21,24,.467,3.0,17,28,89.6,92.9
Seattle SuperSonics,18,26,.409,5.5,16,28,102.7,106.7
Portland Trail Blazers,16,27,.372,7.0,11,32,89.3,96.0
Phoenix Suns,29,16,.644,—,31,14,106.7,100.8
Los Angeles Clippers,25,17,.595,2.5,25,17,97.7,95.3
Los Angeles Lakers,24,20,.545,4.5,26,18,99.1,96.6
Golden State Warriors,20,23,.465,8.0,21,22,99.1,99.7
Sacramento Kings,19,26,.422,10.0,21,24,99.1,100.2
San Antonio Spurs,35,10,.778,—,33,12,94.6,87.7
Dallas Mavericks,35,10,.778,—,32,13,99.9,93.7
Memphis Grizzlies,26,18,.591,8.5,27,17,90.2,87.1
New Orleans/Oklahoma City Hornets,22,22,.500,12.5,20,24,91.4,92.8
Houston Rockets,15,29,.341,19.5,18,26,89.6,92.0
