Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,5,0,1.000,—,4,1,114.4,104.0
Atlanta Hawks,3,1,.750,1.5,3,1,110.0,97.3
Chicago Bulls,3,1,.750,1.5,3,1,110.3,98.8
Toronto Raptors,3,1,.750,1.5,3,1,104.5,97.5
Charlotte Hornets,3,1,.750,1.5,3,1,102.8,96.0
Boston Celtics,3,2,.600,2.0,3,2,110.8,109.6
Milwaukee Bucks,3,2,.600,2.0,2,3,106.2,106.6
Detroit Pistons,3,2,.600,2.0,3,2,100.0,94.4
Miami Heat,2,2,.500,2.5,2,2,101.5,98.8
Indiana Pacers,2,3,.400,3.0,2,3,109.4,115.0
Brooklyn Nets,2,3,.400,3.0,2,3,105.0,109.0
Orlando Magic,2,3,.400,3.0,1,4,96.4,103.2
New York Knicks,1,3,.250,3.5,1,3,96.8,110.3
Washington Wizards,0,3,.000,4.0,1,2,101.7,113.0
Philadelphia 76ers,0,4,.000,4.5,0,4,90.8,104.8
San Antonio Spurs,4,1,.800,—,4,1,105.2,95.6
Golden State Warriors,4,1,.800,—,4,1,115.4,108.6
Oklahoma City Thunder,4,1,.800,—,3,2,102.0,101.6
Los Angeles Clippers,3,1,.750,0.5,3,1,100.3,91.0
Utah Jazz,3,2,.600,1.0,3,2,95.6,92.4
Houston Rockets,3,2,.600,1.0,3,2,110.2,107.4
Memphis Grizzlies,3,2,.600,1.0,2,3,97.4,102.2
Denver Nuggets,2,2,.500,1.5,2,2,106.0,105.3
Portland Trail Blazers,2,3,.400,2.0,2,3,110.6,115.2
Los Angeles Lakers,2,3,.400,2.0,2,3,107.2,110.8
Sacramento Kings,2,4,.333,2.5,2,4,99.7,102.5
Minnesota Timberwolves,1,3,.250,2.5,3,1,104.0,97.5
Phoenix Suns,1,4,.200,3.0,1,4,104.0,112.6
Dallas Mavericks,0,4,.000,3.5,1,3,98.0,106.5
New Orleans Pelicans,0,5,.000,4.0,1,4,98.2,106.6
