Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,35,20,.636,—,37,18,90.5,86.2
New York Knicks,26,32,.448,10.5,25,33,91.1,92.7
Miami Heat,25,33,.431,11.5,25,33,87.8,89.4
Boston Celtics,23,35,.397,13.5,24,34,94.4,96.5
Philadelphia 76ers,23,35,.397,13.5,25,33,88.8,90.8
Washington Wizards,16,38,.296,18.5,16,38,90.6,96.1
Orlando Magic,16,43,.271,21.0,18,41,94.8,100.5
Indiana Pacers,42,15,.737,—,39,18,90.1,85.1
Detroit Pistons,35,24,.593,8.0,36,23,89.3,86.4
New Orleans Hornets,30,26,.536,11.5,28,28,92.0,91.9
Milwaukee Bucks,29,27,.518,12.5,31,25,97.0,95.5
Toronto Raptors,25,31,.446,16.5,22,34,84.6,87.2
Cleveland Cavaliers,23,34,.404,19.0,22,35,92.1,95.3
Atlanta Hawks,19,38,.333,23.0,18,39,89.5,94.8
Chicago Bulls,16,40,.286,25.5,16,40,89.5,95.6
Minnesota Timberwolves,41,16,.719,—,40,17,95.6,90.2
San Antonio Spurs,38,19,.667,3.0,42,15,90.0,83.7
Dallas Mavericks,36,20,.643,4.5,35,21,103.5,99.7
Memphis Grizzlies,34,22,.607,6.5,33,23,97.1,94.6
Houston Rockets,32,24,.571,8.5,35,21,88.1,85.1
Denver Nuggets,32,26,.552,9.5,33,25,97.1,95.4
Utah Jazz,28,30,.483,13.5,26,32,89.1,90.4
Sacramento Kings,41,14,.745,—,40,15,104.6,97.3
Los Angeles Lakers,35,19,.648,5.5,34,20,97.6,93.9
Portland Trail Blazers,29,28,.509,13.0,25,32,91.9,93.3
Seattle SuperSonics,26,30,.464,15.5,26,30,97.6,98.8
Los Angeles Clippers,24,31,.436,17.0,22,33,96.3,99.0
Golden State Warriors,24,31,.436,17.0,26,29,94.4,95.3
Phoenix Suns,18,40,.310,24.5,21,37,93.5,97.2
