Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,12,6,.667,—,12,6,95.5,90.8
Boston Celtics,11,6,.647,0.5,12,5,96.6,91.6
Orlando Magic,11,9,.550,2.0,15,5,104.1,96.6
New York Knicks,10,9,.526,2.5,9,10,87.2,88.1
Philadelphia 76ers,8,11,.421,4.5,9,10,86.2,86.8
Washington Wizards,6,12,.333,6.0,6,12,89.9,94.6
Miami Heat,3,14,.176,8.5,5,12,83.4,88.5
Detroit Pistons,12,6,.667,—,12,6,97.4,92.5
Toronto Raptors,12,8,.600,1.0,11,9,93.7,92.0
Milwaukee Bucks,10,6,.625,1.0,7,9,92.9,94.9
Indiana Pacers,12,10,.545,2.0,11,11,98.0,97.5
Charlotte Hornets,9,10,.474,3.5,8,11,94.4,96.5
Cleveland Cavaliers,7,12,.368,5.5,6,13,90.0,94.8
Atlanta Hawks,6,14,.300,7.0,6,14,94.6,100.0
Chicago Bulls,3,15,.167,9.0,2,16,81.7,94.7
San Antonio Spurs,14,4,.778,—,14,4,100.8,92.7
Minnesota Timberwolves,12,5,.706,1.5,12,5,99.4,93.2
Dallas Mavericks,12,7,.632,2.5,11,8,100.8,98.8
Utah Jazz,8,11,.421,6.5,8,11,97.0,99.2
Denver Nuggets,7,12,.368,7.5,7,12,93.5,96.7
Houston Rockets,7,13,.350,8.0,7,13,88.2,92.8
Memphis Grizzlies,4,14,.222,10.0,4,14,89.3,98.7
Los Angeles Lakers,16,2,.889,—,15,3,100.7,90.5
Sacramento Kings,15,5,.750,2.0,15,5,101.1,93.3
Phoenix Suns,12,9,.571,5.5,14,7,99.6,95.3
Portland Trail Blazers,9,9,.500,7.0,9,9,93.7,93.9
Los Angeles Clippers,9,10,.474,7.5,11,8,97.6,95.2
Seattle SuperSonics,9,13,.409,9.0,9,13,96.1,98.5
Golden State Warriors,8,12,.400,9.0,7,13,92.2,96.9
