Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,11,2,.846,—,10,3,102.8,94.0
Detroit Pistons,9,3,.750,1.5,8,4,106.1,101.1
Orlando Magic,8,4,.667,2.5,8,4,110.8,106.2
Toronto Raptors,7,4,.636,3.0,7,4,110.1,105.2
Philadelphia 76ers,6,5,.545,4.0,5,6,107.4,107.5
Washington Wizards,6,5,.545,4.0,7,4,111.4,108.3
New York Knicks,6,5,.545,4.0,5,6,105.4,106.3
Miami Heat,6,6,.500,4.5,6,6,101.8,102.3
Indiana Pacers,6,7,.462,5.0,7,6,109.0,108.4
Milwaukee Bucks,5,6,.455,5.0,5,6,104.4,106.7
Cleveland Cavaliers,5,7,.417,5.5,5,7,110.2,114.2
Brooklyn Nets,5,7,.417,5.5,5,7,111.0,114.6
Charlotte Hornets,5,7,.417,5.5,5,7,103.4,104.9
Chicago Bulls,2,8,.200,7.5,3,7,93.6,101.0
Atlanta Hawks,2,10,.167,8.5,3,9,103.2,110.6
Houston Rockets,9,3,.750,—,8,4,110.5,104.1
Golden State Warriors,9,3,.750,—,10,2,119.1,107.8
Minnesota Timberwolves,7,4,.636,1.5,5,6,108.6,111.2
Memphis Grizzlies,7,4,.636,1.5,7,4,101.5,98.0
San Antonio Spurs,7,5,.583,2.0,6,6,100.5,100.1
Denver Nuggets,7,5,.583,2.0,6,6,106.2,105.1
Portland Trail Blazers,6,6,.500,3.0,8,4,105.5,100.7
New Orleans Pelicans,6,6,.500,3.0,6,6,107.3,107.5
Los Angeles Clippers,5,6,.455,3.5,6,5,107.8,105.3
Oklahoma City Thunder,5,7,.417,4.0,8,4,103.3,98.4
Utah Jazz,5,7,.417,4.0,5,7,97.0,99.1
Los Angeles Lakers,5,7,.417,4.0,5,7,104.7,107.6
Phoenix Suns,4,9,.308,5.5,3,10,106.2,116.7
Sacramento Kings,3,8,.273,5.5,2,9,95.2,104.2
Dallas Mavericks,2,10,.167,7.0,3,9,99.2,107.1
