Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Milwaukee Bucks,57,19,.750,—,58,18,117.5,108.1
Toronto Raptors,53,23,.697,4.0,51,25,114.2,108.5
Philadelphia 76ers,48,27,.640,8.5,45,30,115.2,112.1
Indiana Pacers,45,30,.600,11.5,47,28,107.8,104.0
Boston Celtics,44,31,.587,12.5,48,27,112.6,108.0
Detroit Pistons,38,37,.507,18.5,37,38,107.6,107.7
Brooklyn Nets,38,38,.500,19.0,37,39,112.0,112.5
Miami Heat,37,38,.493,19.5,37,38,105.7,105.8
Orlando Magic,37,39,.487,20.0,38,38,106.2,106.2
Charlotte Hornets,35,39,.473,21.0,35,39,110.9,111.7
Washington Wizards,31,45,.408,26.0,32,44,114.3,117.1
Atlanta Hawks,27,48,.360,29.5,25,50,112.9,118.6
Chicago Bulls,21,55,.276,36.0,20,56,105.2,113.3
Cleveland Cavaliers,19,57,.250,38.0,18,58,104.5,113.5
New York Knicks,14,61,.187,42.5,17,58,105.0,114.4
Golden State Warriors,51,23,.689,—,49,25,117.3,111.5
Denver Nuggets,50,24,.676,1.0,47,27,111.1,106.9
Houston Rockets,48,28,.632,4.0,46,30,112.9,109.4
Portland Trail Blazers,47,27,.635,4.0,46,28,114.6,110.7
Utah Jazz,45,30,.600,6.5,49,26,110.9,105.9
Los Angeles Clippers,45,31,.592,7.0,41,35,114.9,113.7
Oklahoma City Thunder,44,31,.587,7.5,45,30,114.2,110.9
San Antonio Spurs,44,32,.579,8.0,42,34,111.9,110.3
Sacramento Kings,37,38,.493,14.5,36,39,114.2,114.8
Minnesota Timberwolves,33,41,.446,18.0,35,39,112.4,113.5
Los Angeles Lakers,33,42,.440,18.5,33,42,111.7,113.8
New Orleans Pelicans,32,45,.416,20.5,37,40,115.5,116.3
Memphis Grizzlies,30,45,.400,21.5,31,44,102.8,105.3
Dallas Mavericks,29,46,.387,22.5,34,41,108.5,110.1
Phoenix Suns,17,59,.224,35.0,18,58,106.9,116.3
