Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,48,14,.774,—,49,13,101.7,92.6
Philadelphia 76ers,29,30,.492,17.5,31,28,96.6,96.0
New Jersey Nets,27,34,.443,20.5,26,35,98.4,100.7
New York Knicks,25,35,.417,22.0,26,34,106.1,108.1
Toronto Raptors,23,39,.371,25.0,23,39,97.4,101.0
Cleveland Cavaliers,48,12,.800,—,48,12,100.0,90.3
Detroit Pistons,30,29,.508,17.5,28,31,93.3,94.1
Milwaukee Bucks,29,35,.453,21.0,31,33,99.3,99.6
Chicago Bulls,28,34,.452,21.0,28,34,100.6,102.0
Indiana Pacers,27,37,.422,23.0,29,35,104.8,106.5
Orlando Magic,44,16,.733,—,44,16,102.3,95.3
Atlanta Hawks,34,27,.557,10.5,33,28,98.5,97.3
Miami Heat,32,28,.533,12.0,30,30,97.5,97.6
Charlotte Bobcats,26,35,.426,18.5,27,34,92.8,94.4
Washington Wizards,14,47,.230,30.5,16,45,94.6,102.0
Denver Nuggets,39,22,.639,—,36,25,102.8,100.4
Portland Trail Blazers,38,22,.633,0.5,39,21,99.2,95.0
Utah Jazz,38,23,.623,1.0,39,22,103.1,99.2
Minnesota Timberwolves,18,42,.300,20.5,21,39,99.1,103.8
Oklahoma City Thunder,16,45,.262,23.0,19,42,98.1,103.7
Los Angeles Lakers,49,12,.803,—,46,15,108.7,100.6
Phoenix Suns,34,27,.557,15.0,34,27,107.4,105.7
Golden State Warriors,21,40,.344,28.0,24,37,107.9,111.3
Los Angeles Clippers,15,47,.242,34.5,14,48,94.8,103.7
Sacramento Kings,13,49,.210,36.5,14,48,99.2,108.4
San Antonio Spurs,40,20,.667,—,38,22,97.4,93.7
Houston Rockets,39,23,.629,2.0,39,23,98.7,94.8
New Orleans Hornets,37,22,.627,2.5,35,24,96.2,93.7
Dallas Mavericks,37,24,.607,3.5,34,27,101.0,99.4
Memphis Grizzlies,16,44,.267,24.0,18,42,93.6,99.6
