Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,13,2,.867,—,12,3,108.0,96.4
Brooklyn Nets,6,8,.429,6.5,7,7,99.9,100.3
Boston Celtics,4,8,.333,7.5,5,7,104.7,107.2
New York Knicks,4,12,.250,9.5,6,10,95.3,99.6
Philadelphia 76ers,0,15,.000,13.0,1,14,89.9,105.4
Chicago Bulls,9,6,.600,—,8,7,100.5,99.0
Milwaukee Bucks,9,7,.563,0.5,7,9,96.3,97.8
Cleveland Cavaliers,7,7,.500,1.5,9,5,102.9,99.5
Indiana Pacers,6,9,.400,3.0,6,9,92.9,95.2
Detroit Pistons,3,12,.200,6.0,5,10,92.1,97.6
Washington Wizards,9,5,.643,—,7,7,98.6,97.9
Miami Heat,8,7,.533,1.5,7,8,97.0,97.5
Atlanta Hawks,7,6,.538,1.5,6,7,103.5,104.3
Orlando Magic,6,11,.353,4.5,5,12,95.4,100.8
Charlotte Hornets,4,12,.250,6.0,5,11,94.3,100.6
Portland Trail Blazers,12,3,.800,—,12,3,104.4,95.4
Denver Nuggets,7,8,.467,5.0,7,8,104.4,106.1
Utah Jazz,5,11,.313,7.5,5,11,95.6,100.8
Oklahoma City Thunder,4,12,.250,8.5,6,10,90.1,94.1
Minnesota Timberwolves,3,10,.231,8.0,3,10,99.9,109.7
Golden State Warriors,12,2,.857,—,11,3,107.4,96.4
Phoenix Suns,10,6,.625,3.0,10,6,105.9,102.8
Los Angeles Clippers,9,5,.643,3.0,8,6,103.3,100.3
Sacramento Kings,9,6,.600,3.5,9,6,102.1,100.1
Los Angeles Lakers,3,12,.200,9.5,3,12,101.4,110.8
Memphis Grizzlies,13,2,.867,—,11,4,99.9,92.4
Houston Rockets,12,3,.800,1.0,10,5,97.1,91.5
San Antonio Spurs,10,4,.714,2.5,10,4,97.7,91.9
Dallas Mavericks,11,5,.688,2.5,13,3,109.3,99.8
New Orleans Pelicans,7,6,.538,5.0,8,5,102.8,99.9
