Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,21,18,.538,—,22,17,89.3,87.3
Boston Celtics,21,23,.477,2.5,21,23,94.5,95.0
New York Knicks,19,24,.442,4.0,19,24,91.7,93.3
Philadelphia 76ers,18,23,.439,4.0,20,21,89.0,89.3
Miami Heat,16,26,.381,6.5,14,28,85.9,90.3
Washington Wizards,12,28,.300,9.5,13,27,88.7,93.8
Orlando Magic,11,31,.262,11.5,13,29,94.3,99.6
Indiana Pacers,33,11,.750,—,30,14,89.5,84.4
Detroit Pistons,29,14,.674,3.5,29,14,89.5,85.0
New Orleans Hornets,23,18,.561,8.5,22,19,91.6,90.9
Milwaukee Bucks,22,19,.537,9.5,23,18,95.2,93.8
Toronto Raptors,20,19,.513,10.5,16,23,84.1,86.3
Cleveland Cavaliers,14,27,.341,17.5,15,26,91.2,94.5
Chicago Bulls,12,29,.293,19.5,11,30,89.0,95.5
Atlanta Hawks,12,30,.286,20.0,11,31,88.0,94.9
Minnesota Timberwolves,27,12,.692,—,27,12,95.0,89.7
San Antonio Spurs,27,15,.643,1.5,31,11,90.1,83.5
Dallas Mavericks,25,16,.610,3.0,24,17,102.8,100.1
Denver Nuggets,25,18,.581,4.0,25,18,96.7,94.4
Houston Rockets,23,17,.575,4.5,26,14,87.2,83.7
Memphis Grizzlies,22,18,.550,5.5,22,18,96.9,95.5
Utah Jazz,21,20,.512,7.0,20,21,91.3,91.6
Sacramento Kings,29,10,.744,—,30,9,105.5,97.1
Los Angeles Lakers,25,13,.658,3.5,26,12,99.8,94.6
Seattle SuperSonics,20,20,.500,9.5,18,22,97.2,98.6
Portland Trail Blazers,17,23,.425,12.5,15,25,91.2,94.7
Golden State Warriors,17,23,.425,12.5,17,23,93.3,95.1
Los Angeles Clippers,16,22,.421,12.5,15,23,95.7,98.4
Phoenix Suns,16,26,.381,14.5,16,26,93.2,96.4
