Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,32,16,.667,—,32,16,100.9,95.7
Brooklyn Nets,29,21,.580,4.0,26,24,95.0,94.3
Boston Celtics,26,23,.531,6.5,24,25,96.0,96.0
Philadelphia 76ers,21,27,.438,11.0,19,29,92.5,95.6
Toronto Raptors,18,32,.360,15.0,22,28,97.5,99.3
Indiana Pacers,31,20,.608,—,31,20,92.8,90.2
Chicago Bulls,30,20,.600,0.5,29,21,93.7,91.7
Milwaukee Bucks,25,23,.521,4.5,23,25,97.6,98.4
Detroit Pistons,19,32,.373,12.0,22,29,95.2,97.0
Cleveland Cavaliers,16,34,.320,14.5,18,32,97.0,101.2
Miami Heat,33,14,.702,—,33,14,102.7,96.6
Atlanta Hawks,27,22,.551,7.0,25,24,96.6,96.5
Washington Wizards,14,35,.286,20.0,17,32,91.2,95.3
Orlando Magic,14,36,.280,20.5,16,34,94.0,99.1
Charlotte Bobcats,11,38,.224,23.0,11,38,94.5,103.3
Oklahoma City Thunder,38,12,.760,—,39,11,106.6,97.4
Denver Nuggets,32,18,.640,6.0,32,18,104.7,100.6
Utah Jazz,28,23,.549,10.5,25,26,97.9,98.4
Portland Trail Blazers,25,25,.500,13.0,21,29,97.0,99.1
Minnesota Timberwolves,18,29,.383,18.5,20,27,95.2,97.2
Los Angeles Clippers,35,17,.673,—,37,15,99.7,93.7
Golden State Warriors,30,20,.600,4.0,26,24,101.1,100.6
Los Angeles Lakers,24,27,.471,10.5,28,23,101.9,100.6
Sacramento Kings,17,33,.340,17.0,13,37,95.8,103.1
Phoenix Suns,17,34,.333,17.5,17,34,95.4,100.2
San Antonio Spurs,39,12,.765,—,39,12,104.2,96.1
Memphis Grizzlies,31,18,.633,7.0,30,19,93.2,90.0
Houston Rockets,28,24,.538,11.5,31,21,106.0,102.9
Dallas Mavericks,21,28,.429,17.0,21,28,100.6,103.0
New Orleans Hornets,17,33,.340,21.5,18,32,93.9,97.9
