Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,21,17,.553,—,23,15,89.2,86.8
Boston Celtics,20,23,.465,3.5,21,22,94.7,95.3
Philadelphia 76ers,18,22,.450,4.0,20,20,89.2,89.3
New York Knicks,18,24,.429,5.0,18,24,91.8,93.6
Miami Heat,16,25,.390,6.5,13,28,85.9,90.4
Washington Wizards,11,28,.282,10.5,12,27,88.6,94.1
Orlando Magic,10,31,.244,12.5,13,28,94.0,99.7
Indiana Pacers,31,11,.738,—,29,13,89.4,84.5
Detroit Pistons,28,13,.683,2.5,28,13,90.1,85.3
New Orleans Hornets,23,17,.575,7.0,21,19,91.6,90.8
Milwaukee Bucks,22,18,.550,8.0,23,17,95.2,93.5
Toronto Raptors,20,18,.526,9.0,16,22,84.2,86.2
Cleveland Cavaliers,13,27,.325,17.0,15,25,91.0,94.5
Chicago Bulls,12,28,.300,18.0,11,29,89.2,95.5
Atlanta Hawks,12,29,.293,18.5,10,31,87.8,94.8
San Antonio Spurs,27,14,.659,—,31,10,90.4,83.4
Minnesota Timberwolves,26,12,.684,-0.5,26,12,95.0,89.7
Dallas Mavericks,24,16,.600,2.5,23,17,102.8,100.3
Denver Nuggets,24,18,.571,3.5,24,18,96.8,94.9
Houston Rockets,23,16,.590,3.0,25,14,87.3,83.6
Memphis Grizzlies,21,18,.538,5.0,21,18,97.2,95.8
Utah Jazz,21,18,.538,5.0,21,18,91.9,91.2
Sacramento Kings,28,9,.757,—,28,9,105.1,96.6
Los Angeles Lakers,25,12,.676,3.0,25,12,100.2,94.8
Seattle SuperSonics,19,19,.500,9.5,17,21,97.5,99.0
Los Angeles Clippers,16,21,.432,12.0,16,21,95.5,97.6
Portland Trail Blazers,16,23,.410,13.0,14,25,90.7,94.4
Golden State Warriors,16,23,.410,13.0,16,23,93.1,95.4
Phoenix Suns,15,26,.366,15.0,16,25,93.3,96.7
