Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,43,35,.551,—,42,36,101.6,100.4
Philadelphia 76ers,39,38,.506,3.5,35,42,98.7,99.8
New Jersey Nets,38,40,.487,5.0,33,45,90.8,93.0
Toronto Raptors,32,46,.410,11.0,35,43,99.6,101.2
New York Knicks,30,47,.390,12.5,31,46,96.7,99.4
Detroit Pistons,51,27,.654,—,49,29,93.4,89.9
Chicago Bulls,44,34,.564,7.0,40,38,94.1,93.6
Indiana Pacers,43,35,.551,8.0,42,36,93.4,92.5
Cleveland Cavaliers,40,37,.519,10.5,41,36,96.4,95.6
Milwaukee Bucks,29,49,.372,22.0,32,46,97.1,99.6
Miami Heat,56,21,.727,—,56,21,101.7,95.0
Washington Wizards,43,35,.551,13.5,38,40,100.1,100.4
Orlando Magic,35,43,.449,21.5,34,44,99.9,101.6
Charlotte Bobcats,17,61,.218,39.5,23,55,94.2,100.4
Atlanta Hawks,12,66,.154,44.5,16,62,92.4,101.9
Seattle SuperSonics,50,28,.641,—,45,33,99.1,96.8
Denver Nuggets,47,31,.603,3.0,46,32,99.1,96.6
Minnesota Timberwolves,41,37,.526,9.0,42,36,96.7,95.5
Portland Trail Blazers,25,52,.325,24.5,27,50,92.5,96.6
Utah Jazz,25,53,.321,25.0,28,50,93.3,97.3
Phoenix Suns,59,19,.756,—,56,22,110.3,103.0
Sacramento Kings,48,30,.615,11.0,45,33,103.6,101.4
Los Angeles Clippers,35,43,.449,24.0,37,41,96.0,96.6
Los Angeles Lakers,34,44,.436,25.0,32,46,98.4,101.0
Golden State Warriors,31,48,.392,28.5,31,48,98.2,101.2
San Antonio Spurs,58,21,.734,—,61,18,96.5,88.4
Dallas Mavericks,54,24,.692,3.5,53,25,102.3,96.8
Houston Rockets,48,31,.608,10.0,49,30,94.4,91.3
Memphis Grizzlies,44,34,.564,13.5,48,30,93.6,90.6
New Orleans Hornets,18,60,.231,39.5,20,58,88.7,95.6
