Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,38,12,.760,—,37,13,98.6,91.5
New York Knicks,26,24,.520,12.0,26,24,106.5,106.0
Philadelphia 76ers,23,27,.460,15.0,26,24,97.9,97.6
New Jersey Nets,15,37,.288,24.0,15,37,92.5,98.7
Toronto Raptors,14,37,.275,24.5,16,35,99.2,104.9
Chicago Bulls,34,15,.694,—,35,14,98.1,92.1
Indiana Pacers,21,27,.438,12.5,23,25,98.5,98.8
Milwaukee Bucks,19,30,.388,15.0,21,28,91.3,93.1
Detroit Pistons,19,32,.373,16.0,18,33,94.7,98.6
Cleveland Cavaliers,8,43,.157,27.0,9,42,94.2,105.6
Miami Heat,37,14,.725,—,39,12,101.7,93.8
Atlanta Hawks,33,18,.647,4.0,29,22,97.4,95.4
Orlando Magic,32,20,.615,5.5,36,16,100.1,94.7
Charlotte Bobcats,21,29,.420,15.5,19,31,93.5,96.8
Washington Wizards,13,37,.260,23.5,14,36,96.7,103.2
Oklahoma City Thunder,33,17,.660,—,28,22,104.6,102.6
Denver Nuggets,30,21,.588,3.5,31,20,107.6,104.4
Utah Jazz,30,22,.577,4.0,26,26,99.8,99.7
Portland Trail Blazers,27,24,.529,6.5,26,25,95.5,95.5
Minnesota Timberwolves,11,39,.220,22.0,16,34,102.7,108.6
Los Angeles Lakers,35,16,.686,—,37,14,103.3,96.6
Phoenix Suns,23,25,.479,10.5,22,26,105.1,106.4
Golden State Warriors,22,27,.449,12.0,20,29,103.2,105.9
Los Angeles Clippers,19,31,.380,15.5,21,29,98.9,101.4
Sacramento Kings,12,35,.255,21.0,16,31,97.1,102.0
San Antonio Spurs,42,8,.840,—,36,14,103.9,96.8
Dallas Mavericks,35,15,.700,7.0,31,19,97.7,94.5
New Orleans Hornets,32,20,.615,11.0,31,21,94.8,92.0
Memphis Grizzlies,27,25,.519,16.0,29,23,99.6,98.2
Houston Rockets,24,28,.462,19.0,26,26,104.8,104.7
