Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,7,11,.389,—,8,10,99.3,100.9
Toronto Raptors,7,12,.368,0.5,8,11,97.9,100.3
New York Knicks,7,14,.333,1.5,9,12,98.6,101.2
Boston Celtics,5,13,.278,2.0,8,10,100.2,101.7
Philadelphia 76ers,5,13,.278,2.0,6,12,97.3,102.3
Detroit Pistons,13,7,.650,—,12,8,96.3,94.2
Cleveland Cavaliers,11,7,.611,1.0,10,8,94.9,93.2
Indiana Pacers,11,10,.524,2.5,9,12,96.1,97.7
Chicago Bulls,10,9,.526,2.5,12,7,99.9,95.8
Milwaukee Bucks,8,11,.421,4.5,8,11,100.3,103.2
Orlando Magic,14,7,.667,—,12,9,94.4,92.8
Washington Wizards,9,10,.474,4.0,9,10,101.4,102.3
Atlanta Hawks,8,10,.444,4.5,8,10,96.6,97.4
Miami Heat,8,11,.421,5.0,5,14,92.9,99.2
Charlotte Bobcats,5,14,.263,8.0,5,14,90.8,97.9
Utah Jazz,15,5,.750,—,12,8,103.0,100.2
Denver Nuggets,11,6,.647,2.5,11,6,109.9,105.0
Minnesota Timberwolves,9,9,.500,5.0,9,9,93.1,92.9
Seattle SuperSonics,9,11,.450,6.0,10,10,99.9,99.2
Portland Trail Blazers,7,14,.333,8.5,6,15,93.3,99.7
Los Angeles Lakers,13,6,.684,—,12,7,101.7,98.2
Phoenix Suns,12,6,.667,0.5,12,6,112.1,107.5
Los Angeles Clippers,9,9,.500,3.5,8,10,97.0,97.8
Golden State Warriors,9,10,.474,4.0,9,10,105.1,106.2
Sacramento Kings,8,10,.444,4.5,8,10,97.7,98.6
San Antonio Spurs,15,5,.750,—,16,4,100.3,91.1
Dallas Mavericks,13,6,.684,1.5,12,7,98.1,94.0
Houston Rockets,13,6,.684,1.5,14,5,93.0,86.5
New Orleans/Oklahoma City Hornets,9,9,.500,5.0,8,10,92.2,93.5
Memphis Grizzlies,5,14,.263,9.5,8,11,93.8,96.3
