Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,48,21,.696,—,46,23,94.9,90.2
Miami Heat,41,27,.603,6.5,42,26,89.1,86.2
New York Knicks,41,27,.603,6.5,42,26,88.5,85.6
Orlando Magic,37,32,.536,11.0,38,31,98.0,96.6
Boston Celtics,30,38,.441,17.5,28,40,94.1,96.4
New Jersey Nets,24,48,.333,25.5,24,48,92.2,96.8
Washington Wizards,17,52,.246,31.0,19,50,92.4,99.1
Milwaukee Bucks,43,25,.632,—,41,27,100.8,97.6
Charlotte Hornets,40,29,.580,3.5,41,28,91.8,89.3
Toronto Raptors,37,32,.536,6.5,39,30,97.5,95.5
Indiana Pacers,31,37,.456,12.0,31,37,91.4,92.5
Cleveland Cavaliers,25,43,.368,18.0,22,46,91.4,96.3
Detroit Pistons,25,44,.362,18.5,28,41,95.3,97.9
Atlanta Hawks,21,49,.300,23.0,23,47,89.8,94.7
Chicago Bulls,12,56,.176,31.0,13,55,86.4,95.9
San Antonio Spurs,49,20,.710,—,54,15,96.7,88.4
Utah Jazz,46,21,.687,2.0,47,20,97.4,91.6
Dallas Mavericks,43,25,.632,5.5,44,24,99.9,95.6
Minnesota Timberwolves,41,28,.594,8.0,40,29,97.1,95.0
Houston Rockets,38,31,.551,11.0,40,29,97.0,95.0
Denver Nuggets,33,36,.478,16.0,29,40,96.2,98.6
Vancouver Grizzlies,20,51,.282,30.0,21,50,91.9,97.8
Sacramento Kings,46,21,.687,—,47,20,101.4,95.2
Los Angeles Lakers,46,23,.667,1.0,42,27,101.2,98.2
Portland Trail Blazers,45,24,.652,2.0,45,24,94.9,90.7
Phoenix Suns,41,27,.603,5.5,40,28,93.6,91.2
Seattle SuperSonics,37,34,.521,11.0,34,37,97.2,97.9
Los Angeles Clippers,25,45,.357,22.5,26,44,91.5,95.0
Golden State Warriors,16,52,.235,30.5,16,52,92.9,100.9
