Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,42,24,.636,—,40,26,95.7,92.6
New York Knicks,40,25,.615,1.5,37,28,92.4,90.4
Philadelphia 76ers,38,28,.576,4.0,36,30,94.0,92.9
Orlando Magic,32,36,.471,11.0,33,35,100.5,101.0
Boston Celtics,30,37,.448,12.5,31,36,98.7,99.6
New Jersey Nets,28,37,.431,13.5,33,32,97.4,97.4
Washington Wizards,23,45,.338,20.0,26,42,96.2,99.7
Indiana Pacers,46,21,.687,—,45,22,102.2,97.2
Toronto Raptors,39,26,.600,6.0,34,31,98.3,97.6
Charlotte Hornets,35,31,.530,10.5,36,30,98.2,96.9
Detroit Pistons,33,32,.508,12.0,34,31,103.9,103.1
Milwaukee Bucks,31,36,.463,15.0,32,35,101.4,102.1
Cleveland Cavaliers,26,40,.394,19.5,25,41,96.9,100.6
Atlanta Hawks,24,41,.369,21.0,25,40,95.4,98.8
Chicago Bulls,13,53,.197,32.5,12,54,84.9,94.3
Utah Jazz,44,21,.677,—,43,22,96.3,91.8
San Antonio Spurs,42,24,.636,2.5,47,19,96.1,90.2
Minnesota Timberwolves,39,26,.600,5.0,39,26,97.8,95.1
Dallas Mavericks,28,38,.424,16.5,30,36,100.8,102.4
Denver Nuggets,27,39,.409,17.5,28,38,98.7,101.0
Houston Rockets,24,43,.358,21.0,27,40,97.6,100.3
Vancouver Grizzlies,18,49,.269,27.0,20,47,93.8,99.5
Los Angeles Lakers,56,12,.824,—,54,14,100.5,91.2
Portland Trail Blazers,50,16,.758,5.0,48,18,97.8,91.1
Phoenix Suns,43,23,.652,12.0,45,21,99.2,93.8
Seattle SuperSonics,40,27,.597,15.5,37,30,98.2,96.8
Sacramento Kings,38,27,.585,16.5,40,25,105.5,101.8
Golden State Warriors,17,49,.258,38.0,17,49,95.5,103.1
Los Angeles Clippers,14,54,.206,42.0,11,57,91.2,102.6
