Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,14,2,.875,—,12,4,102.0,94.1
Toronto Raptors,10,5,.667,3.5,11,4,111.1,104.3
Detroit Pistons,10,5,.667,3.5,9,6,105.3,101.5
Washington Wizards,9,6,.600,4.5,10,5,109.2,104.1
Cleveland Cavaliers,9,7,.563,5.0,7,9,110.6,112.2
Milwaukee Bucks,8,6,.571,5.0,7,7,103.9,104.4
Philadelphia 76ers,8,6,.571,5.0,7,7,108.5,109.4
New York Knicks,8,7,.533,5.5,7,8,104.5,104.8
Orlando Magic,8,7,.533,5.5,8,7,108.7,107.2
Indiana Pacers,8,8,.500,6.0,8,8,108.4,108.8
Miami Heat,7,8,.467,6.5,7,8,100.6,102.0
Brooklyn Nets,6,9,.400,7.5,6,9,110.5,113.7
Charlotte Hornets,5,9,.357,8.0,6,8,104.9,106.9
Chicago Bulls,3,10,.231,9.5,3,10,94.8,104.2
Atlanta Hawks,3,12,.200,10.5,5,10,104.2,108.4
Houston Rockets,12,4,.750,—,12,4,113.1,105.3
Golden State Warriors,11,4,.733,0.5,12,3,117.5,106.7
Minnesota Timberwolves,10,5,.667,1.5,8,7,108.2,107.5
San Antonio Spurs,10,6,.625,2.0,9,7,101.6,99.1
Denver Nuggets,9,6,.600,2.5,9,6,108.5,105.4
Portland Trail Blazers,8,7,.533,3.5,10,5,103.1,98.0
New Orleans Pelicans,8,8,.500,4.0,7,9,108.4,110.6
Memphis Grizzlies,7,7,.500,4.0,7,7,102.0,101.1
Oklahoma City Thunder,7,8,.467,4.5,10,5,102.9,97.5
Utah Jazz,6,10,.375,6.0,6,10,99.0,101.8
Los Angeles Lakers,6,10,.375,6.0,6,10,104.3,107.4
Phoenix Suns,6,11,.353,6.5,4,13,107.6,116.6
Los Angeles Clippers,5,9,.357,6.0,7,7,107.6,106.9
Sacramento Kings,4,11,.267,7.5,2,13,93.1,105.5
Dallas Mavericks,2,14,.125,10.0,4,12,98.2,107.3
