Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,7,6,.538,—,6,7,103.9,105.0
New Jersey Nets,5,6,.455,1.0,5,6,96.3,97.4
Boston Celtics,4,7,.364,2.0,4,7,99.4,102.5
New York Knicks,3,8,.273,3.0,4,7,88.8,92.1
Toronto Raptors,1,11,.083,5.5,3,9,96.6,105.0
Detroit Pistons,9,1,.900,—,8,2,99.3,90.4
Cleveland Cavaliers,9,3,.750,1.0,9,3,102.9,95.3
Indiana Pacers,7,3,.700,2.0,6,4,96.9,93.1
Milwaukee Bucks,6,4,.600,3.0,4,6,98.3,101.2
Chicago Bulls,4,5,.444,4.5,3,6,94.0,97.6
Miami Heat,7,4,.636,—,7,4,98.5,94.5
Washington Wizards,5,6,.455,2.0,7,4,98.5,95.8
Orlando Magic,4,6,.400,2.5,4,6,86.1,89.6
Charlotte Bobcats,4,8,.333,3.5,6,6,97.3,97.3
Atlanta Hawks,1,9,.100,5.5,2,8,91.2,100.0
Denver Nuggets,7,6,.538,—,7,6,95.6,93.5
Minnesota Timberwolves,5,5,.500,0.5,6,4,94.3,91.2
Utah Jazz,6,7,.462,1.0,6,7,88.5,90.3
Seattle SuperSonics,5,7,.417,1.5,3,9,97.9,105.4
Portland Trail Blazers,4,6,.400,1.5,3,7,86.6,93.1
Los Angeles Clippers,9,2,.818,—,8,3,100.5,94.9
Golden State Warriors,7,6,.538,3.0,7,6,94.2,93.6
Phoenix Suns,6,5,.545,3.0,7,4,103.2,100.2
Los Angeles Lakers,5,6,.455,4.0,5,6,94.8,95.2
Sacramento Kings,5,7,.417,4.5,6,6,98.5,98.3
San Antonio Spurs,10,2,.833,—,9,3,98.3,89.6
Dallas Mavericks,8,2,.800,1.0,7,3,99.1,92.1
Memphis Grizzlies,7,5,.583,3.0,6,6,90.2,89.3
New Orleans/Oklahoma City Hornets,5,6,.455,4.5,5,6,91.6,93.4
Houston Rockets,3,9,.250,7.0,4,8,85.0,89.8
