Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,34,17,.667,—,35,16,96.8,91.6
Boston Celtics,30,23,.566,5.0,29,24,95.4,94.2
Washington Wizards,27,23,.540,6.5,24,26,92.3,92.9
Orlando Magic,27,25,.519,7.5,30,22,100.5,98.2
Philadelphia 76ers,25,26,.490,9.0,28,23,89.9,88.8
Miami Heat,20,30,.400,13.5,20,30,86.3,88.7
New York Knicks,20,31,.392,14.0,19,32,90.7,94.1
Milwaukee Bucks,29,21,.580,—,27,23,98.1,97.1
Toronto Raptors,29,25,.537,2.0,27,27,92.1,92.2
Detroit Pistons,28,22,.560,1.0,28,22,93.7,92.3
Indiana Pacers,26,27,.491,4.5,25,28,96.6,97.3
Charlotte Hornets,25,26,.490,4.5,25,26,93.9,93.9
Atlanta Hawks,19,33,.365,11.0,15,37,93.7,99.8
Cleveland Cavaliers,18,33,.353,11.5,19,32,94.1,97.5
Chicago Bulls,12,39,.235,17.5,11,40,86.5,95.2
Dallas Mavericks,37,16,.698,—,33,20,105.1,101.6
Minnesota Timberwolves,35,17,.673,1.5,34,18,100.9,96.4
San Antonio Spurs,33,18,.647,3.0,35,16,96.9,91.7
Utah Jazz,29,24,.547,8.0,28,25,95.8,95.0
Houston Rockets,17,34,.333,19.0,19,32,92.6,96.3
Denver Nuggets,16,33,.327,19.0,16,33,93.0,98.2
Memphis Grizzlies,15,37,.288,21.5,13,39,90.4,97.6
Sacramento Kings,39,13,.750,—,38,14,104.5,97.3
Los Angeles Lakers,35,15,.700,3.0,38,12,101.1,92.8
Portland Trail Blazers,27,24,.529,11.5,29,22,96.6,94.5
Seattle SuperSonics,27,25,.519,12.0,30,22,98.0,96.1
Los Angeles Clippers,26,27,.491,13.5,25,28,96.3,97.0
Phoenix Suns,25,27,.481,14.0,27,25,97.6,97.0
Golden State Warriors,15,34,.306,22.5,17,32,95.0,99.4
