Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,29,25,.537,—,28,26,98.9,98.5
New Jersey Nets,25,30,.455,4.5,25,30,97.3,98.6
New York Knicks,24,31,.436,5.5,23,32,99.8,102.1
Philadelphia 76ers,18,36,.333,11.0,20,34,95.0,98.7
Boston Celtics,13,40,.245,15.5,20,33,96.9,100.3
Detroit Pistons,34,19,.642,—,34,19,96.6,92.5
Cleveland Cavaliers,32,23,.582,3.0,32,23,95.9,93.5
Chicago Bulls,31,25,.554,4.5,36,20,98.9,94.8
Indiana Pacers,29,24,.547,5.0,27,26,97.5,97.4
Milwaukee Bucks,19,36,.345,16.0,19,36,99.7,104.2
Washington Wizards,31,21,.596,—,27,25,105.9,105.6
Orlando Magic,27,28,.491,5.5,28,27,94.2,93.8
Miami Heat,26,28,.481,6.0,23,31,96.6,98.5
Atlanta Hawks,21,33,.389,11.0,18,36,92.3,97.0
Charlotte Bobcats,21,33,.389,11.0,18,36,95.1,99.7
Utah Jazz,35,18,.660,—,32,21,102.3,99.5
Denver Nuggets,26,26,.500,8.5,28,24,105.1,103.8
Minnesota Timberwolves,25,29,.463,10.5,25,29,96.6,97.6
Portland Trail Blazers,24,32,.429,12.5,20,36,94.1,98.0
Seattle SuperSonics,21,32,.396,14.0,23,30,100.7,102.9
Phoenix Suns,41,13,.759,—,39,15,110.9,103.3
Los Angeles Lakers,30,25,.545,11.5,29,26,103.1,102.4
Golden State Warriors,26,29,.473,15.5,25,30,106.1,107.7
Los Angeles Clippers,25,29,.463,16.0,23,31,95.6,97.6
Sacramento Kings,23,30,.434,17.5,25,28,100.3,101.0
Dallas Mavericks,45,9,.833,—,40,14,100.1,92.7
San Antonio Spurs,37,18,.673,8.5,41,14,98.3,90.9
Houston Rockets,34,19,.642,10.5,37,16,96.2,90.5
New Orleans/Oklahoma City Hornets,26,29,.473,19.5,24,31,93.0,94.8
Memphis Grizzlies,14,42,.250,32.0,19,37,101.0,106.2
