Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,30,4,.882,—,29,5,99.3,87.2
Toronto Raptors,19,17,.528,12.0,20,16,96.8,95.1
New Jersey Nets,18,18,.500,13.0,13,23,93.3,97.4
Philadelphia 76ers,14,23,.378,17.5,15,22,93.4,95.9
New York Knicks,9,26,.257,21.5,9,26,93.9,101.9
Detroit Pistons,27,9,.750,—,29,7,99.0,89.4
Cleveland Cavaliers,19,18,.514,8.5,15,22,95.6,98.1
Indiana Pacers,16,21,.432,11.5,16,21,102.9,104.7
Milwaukee Bucks,15,21,.417,12.0,11,25,94.8,100.3
Chicago Bulls,14,20,.412,12.0,13,21,94.2,97.4
Orlando Magic,23,15,.605,—,23,15,103.6,100.6
Washington Wizards,18,16,.529,3.0,20,14,99.9,97.5
Atlanta Hawks,16,17,.485,4.5,15,18,94.7,95.9
Charlotte Bobcats,13,22,.371,8.5,12,23,94.6,98.9
Miami Heat,8,29,.216,14.5,11,26,93.7,99.7
Denver Nuggets,22,13,.629,—,21,14,106.9,103.6
Portland Trail Blazers,22,13,.629,—,19,16,96.9,95.6
Utah Jazz,20,17,.541,3.0,24,13,104.8,100.1
Seattle SuperSonics,9,27,.250,13.5,9,27,96.2,103.6
Minnesota Timberwolves,5,30,.143,17.0,7,28,92.9,102.3
Phoenix Suns,25,11,.694,—,24,12,110.0,104.8
Los Angeles Lakers,24,11,.686,0.5,25,10,107.6,100.9
Golden State Warriors,21,16,.568,4.5,20,17,108.4,107.1
Sacramento Kings,14,20,.412,10.0,14,20,98.2,101.0
Los Angeles Clippers,10,22,.313,13.0,10,22,92.6,97.9
Dallas Mavericks,25,11,.694,—,24,12,100.9,95.6
New Orleans Hornets,24,12,.667,1.0,23,13,97.7,93.8
San Antonio Spurs,23,11,.676,1.0,24,10,98.0,92.4
Houston Rockets,20,17,.541,5.5,22,15,95.6,93.4
Memphis Grizzlies,10,26,.278,15.0,13,23,100.6,105.0
