Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,51,29,.638,—,46,34,107.9,105.5
Cleveland Cavaliers,51,29,.638,—,49,31,110.6,107.1
Toronto Raptors,50,31,.617,1.5,51,30,107.0,102.9
Washington Wizards,48,32,.600,3.0,45,35,109.3,107.4
Atlanta Hawks,42,38,.525,9.0,37,43,103.4,104.4
Milwaukee Bucks,41,39,.513,10.0,40,40,103.9,104.0
Indiana Pacers,40,40,.500,11.0,39,41,104.9,105.5
Chicago Bulls,39,41,.488,12.0,38,42,102.5,103.2
Miami Heat,39,41,.488,12.0,43,37,102.8,101.9
Detroit Pistons,37,43,.463,14.0,37,43,101.2,102.3
Charlotte Hornets,36,44,.450,15.0,42,38,105.6,104.9
New York Knicks,30,51,.370,21.5,31,50,104.2,108.0
Philadelphia 76ers,28,52,.350,23.0,25,55,102.2,107.9
Orlando Magic,28,52,.350,23.0,24,56,101.3,107.5
Brooklyn Nets,20,60,.250,31.0,25,55,106.2,112.5
Golden State Warriors,66,14,.825,—,65,15,116.2,104.4
San Antonio Spurs,61,19,.763,5.0,59,21,105.5,98.1
Houston Rockets,54,26,.675,12.0,55,25,115.5,109.3
Utah Jazz,49,31,.613,17.0,51,29,100.7,96.7
Los Angeles Clippers,49,31,.613,17.0,50,30,108.4,104.6
Oklahoma City Thunder,46,34,.575,20.0,42,38,106.7,105.9
Memphis Grizzlies,43,38,.531,23.5,42,39,100.6,100.0
Portland Trail Blazers,40,40,.500,26.0,39,41,108.2,108.7
Denver Nuggets,38,42,.475,28.0,41,39,111.8,111.5
New Orleans Pelicans,33,47,.413,33.0,35,45,104.5,106.5
Dallas Mavericks,32,48,.400,34.0,32,48,98.0,100.8
Minnesota Timberwolves,31,49,.388,35.0,37,43,105.5,106.6
Sacramento Kings,31,49,.388,35.0,29,51,102.6,106.6
Los Angeles Lakers,25,55,.313,41.0,23,57,104.7,111.7
Phoenix Suns,24,57,.296,42.5,27,54,107.7,113.1
