Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,28,10,.737,—,26,12,109.1,103.4
Toronto Raptors,25,13,.658,3.0,26,12,110.7,104.4
Boston Celtics,24,15,.615,4.5,22,17,107.0,104.7
Atlanta Hawks,22,16,.579,6.0,19,19,102.7,102.6
Indiana Pacers,20,19,.513,8.5,18,21,106.0,107.1
Charlotte Hornets,20,19,.513,8.5,21,18,105.5,104.0
Milwaukee Bucks,19,18,.514,8.5,21,16,105.1,103.0
Washington Wizards,19,19,.500,9.0,18,20,105.4,106.1
Chicago Bulls,19,21,.475,10.0,20,20,101.2,101.5
New York Knicks,18,22,.450,11.0,16,24,105.2,108.1
Detroit Pistons,18,23,.439,11.5,20,21,100.3,100.9
Orlando Magic,16,24,.400,13.0,13,27,98.9,103.8
Philadelphia 76ers,11,25,.306,16.0,11,25,99.2,105.6
Miami Heat,11,29,.275,18.0,14,26,98.1,102.5
Brooklyn Nets,8,30,.211,20.0,9,29,104.9,113.8
Golden State Warriors,34,6,.850,—,33,7,117.5,105.5
San Antonio Spurs,31,8,.795,2.5,30,9,106.7,97.7
Houston Rockets,31,10,.756,3.5,29,12,114.6,107.4
Los Angeles Clippers,27,14,.659,7.5,28,13,107.8,102.3
Utah Jazz,24,16,.600,10.0,25,15,98.4,94.9
Oklahoma City Thunder,24,16,.600,10.0,23,17,106.8,104.8
Memphis Grizzlies,24,17,.585,10.5,21,20,99.2,98.7
Portland Trail Blazers,18,23,.439,16.5,18,23,108.1,110.3
Sacramento Kings,16,22,.421,17.0,16,22,102.2,104.7
New Orleans Pelicans,16,24,.400,18.0,16,24,102.5,105.1
Denver Nuggets,15,23,.395,18.0,16,22,108.8,111.2
Los Angeles Lakers,15,28,.349,20.5,14,29,104.7,110.3
Minnesota Timberwolves,13,26,.333,20.5,18,21,103.4,104.5
Dallas Mavericks,12,27,.308,21.5,13,26,95.6,100.8
Phoenix Suns,12,27,.308,21.5,12,27,106.0,112.0
