Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,27,9,.750,—,26,10,95.0,88.9
New York Knicks,23,13,.639,4.0,24,12,87.5,83.5
Miami Heat,22,17,.564,6.5,22,17,87.4,85.8
Orlando Magic,16,20,.444,11.0,18,18,95.1,95.2
Boston Celtics,13,24,.351,14.5,12,25,92.9,97.5
New Jersey Nets,11,26,.297,16.5,11,26,88.1,93.4
Washington Wizards,7,31,.184,21.0,10,28,90.3,97.4
Charlotte Hornets,23,16,.590,—,24,15,90.5,87.8
Milwaukee Bucks,21,15,.583,0.5,22,14,99.1,96.3
Toronto Raptors,19,18,.514,3.0,20,17,95.4,94.2
Cleveland Cavaliers,17,18,.486,4.0,14,21,92.7,95.4
Indiana Pacers,17,21,.447,5.5,18,20,92.3,92.9
Atlanta Hawks,14,22,.389,7.5,13,23,87.6,91.0
Detroit Pistons,14,23,.378,8.0,14,23,95.5,98.8
Chicago Bulls,6,30,.167,15.5,6,30,84.8,95.7
Dallas Mavericks,24,15,.615,—,24,15,98.6,95.2
San Antonio Spurs,23,12,.657,-1.0,25,10,94.5,88.7
Utah Jazz,23,13,.639,-0.5,24,12,96.7,92.1
Denver Nuggets,21,16,.568,2.0,17,20,98.5,99.5
Minnesota Timberwolves,21,17,.553,2.5,19,19,96.8,96.5
Houston Rockets,18,18,.500,4.5,19,17,94.6,93.9
Vancouver Grizzlies,11,25,.306,11.5,13,23,91.9,95.8
Portland Trail Blazers,28,11,.718,—,27,12,95.9,90.5
Sacramento Kings,24,10,.706,1.5,25,9,99.0,92.0
Los Angeles Lakers,24,12,.667,2.5,23,13,101.1,97.5
Phoenix Suns,22,13,.629,4.0,21,14,94.6,91.8
Seattle SuperSonics,21,18,.538,7.0,20,19,98.3,98.1
Los Angeles Clippers,13,26,.333,15.0,15,24,90.7,93.8
Golden State Warriors,11,25,.306,15.5,11,25,95.4,101.0
