Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,28,5,.848,—,27,6,101.0,90.8
New Jersey Nets,15,17,.469,12.5,13,19,99.7,102.3
Philadelphia 76ers,13,18,.419,14.0,14,17,94.6,96.2
New York Knicks,12,18,.400,14.5,11,19,104.3,107.9
Toronto Raptors,12,20,.375,15.5,12,20,96.8,100.5
Cleveland Cavaliers,26,5,.839,—,26,5,101.5,89.6
Detroit Pistons,19,11,.633,6.5,16,14,95.0,94.1
Milwaukee Bucks,15,18,.455,12.0,16,17,96.5,96.5
Chicago Bulls,14,18,.438,12.5,13,19,100.0,102.9
Indiana Pacers,10,21,.323,16.0,13,18,102.3,104.6
Orlando Magic,25,7,.781,—,24,8,101.0,93.6
Atlanta Hawks,21,10,.677,3.5,19,12,98.3,94.8
Miami Heat,17,13,.567,7.0,16,14,96.5,95.9
Charlotte Bobcats,11,21,.344,14.0,13,19,91.3,93.5
Washington Wizards,6,24,.200,18.0,9,21,95.0,101.3
Denver Nuggets,21,12,.636,—,20,13,102.7,99.5
Portland Trail Blazers,20,12,.625,0.5,20,12,99.0,95.0
Utah Jazz,19,14,.576,2.0,20,13,100.5,97.3
Minnesota Timberwolves,6,25,.194,14.0,8,23,95.9,102.8
Oklahoma City Thunder,4,29,.121,17.0,7,26,93.6,102.2
Los Angeles Lakers,25,5,.833,—,24,6,107.3,97.6
Phoenix Suns,18,12,.600,7.0,16,14,103.0,102.0
Golden State Warriors,10,24,.294,17.0,11,23,105.2,111.1
Los Angeles Clippers,8,23,.258,17.5,9,22,93.5,99.9
Sacramento Kings,8,24,.250,18.0,7,25,95.8,105.3
Houston Rockets,21,12,.636,—,21,12,97.6,93.9
San Antonio Spurs,20,11,.645,—,19,12,96.9,93.8
New Orleans Hornets,19,9,.679,-0.5,18,10,95.1,91.4
Dallas Mavericks,19,12,.613,1.0,19,12,100.0,97.0
Memphis Grizzlies,10,22,.313,10.5,10,22,94.7,100.2
