Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,31,19,.620,—,31,19,97.0,93.7
New York Knicks,30,19,.612,0.5,27,22,92.7,91.3
Philadelphia 76ers,28,23,.549,3.5,26,25,94.6,94.3
Orlando Magic,25,27,.481,7.0,27,25,102.3,101.5
Boston Celtics,22,29,.431,9.5,21,30,97.4,100.1
New Jersey Nets,20,31,.392,11.5,23,28,96.8,98.0
Washington Wizards,15,37,.288,17.0,17,35,95.5,100.5
Indiana Pacers,34,16,.680,—,35,15,102.3,96.0
Charlotte Hornets,29,21,.580,5.0,29,21,99.9,97.4
Toronto Raptors,27,23,.540,7.0,26,24,98.9,98.5
Milwaukee Bucks,27,25,.519,8.0,27,25,103.2,102.8
Detroit Pistons,25,25,.500,9.0,26,24,103.8,103.3
Cleveland Cavaliers,21,31,.404,14.0,20,32,97.3,100.6
Atlanta Hawks,20,29,.408,13.5,21,28,98.4,100.4
Chicago Bulls,11,38,.224,22.5,9,40,85.4,94.9
San Antonio Spurs,33,18,.647,—,37,14,96.1,89.4
Utah Jazz,30,19,.612,2.0,31,18,96.0,92.3
Minnesota Timberwolves,28,22,.560,4.5,26,24,97.0,96.3
Denver Nuggets,23,28,.451,10.0,21,30,98.3,100.8
Dallas Mavericks,21,29,.420,11.5,23,27,102.0,103.3
Houston Rockets,21,31,.404,12.5,23,29,98.4,100.3
Vancouver Grizzlies,15,35,.300,17.5,17,33,93.8,98.5
Portland Trail Blazers,41,11,.788,—,40,12,97.0,89.2
Los Angeles Lakers,40,11,.784,0.5,40,11,99.3,90.6
Seattle SuperSonics,32,21,.604,9.5,28,25,98.0,97.4
Phoenix Suns,31,19,.620,9.0,33,17,98.8,94.4
Sacramento Kings,31,20,.608,9.5,31,20,105.8,102.7
Golden State Warriors,13,37,.260,27.0,15,35,96.5,102.8
Los Angeles Clippers,11,41,.212,30.0,9,43,91.8,103.0
