Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,12,15,.444,—,13,14,95.4,96.2
Toronto Raptors,9,14,.391,1.0,12,11,98.7,98.6
Brooklyn Nets,9,16,.360,2.0,9,16,97.2,101.8
New York Knicks,8,17,.320,3.0,10,15,95.0,98.0
Philadelphia 76ers,7,19,.269,4.5,6,20,101.6,111.2
Indiana Pacers,20,5,.800,—,19,6,97.6,90.2
Detroit Pistons,13,14,.481,8.0,13,14,100.2,101.1
Cleveland Cavaliers,9,15,.375,10.5,8,16,95.3,100.8
Chicago Bulls,9,16,.360,11.0,10,15,91.4,93.6
Milwaukee Bucks,5,20,.200,15.0,5,20,90.2,99.0
Miami Heat,19,6,.760,—,19,6,103.4,95.9
Atlanta Hawks,14,12,.538,5.5,14,12,101.1,99.9
Charlotte Bobcats,12,14,.462,7.5,11,15,91.1,92.7
Washington Wizards,11,13,.458,7.5,11,13,98.9,100.0
Orlando Magic,8,18,.308,11.5,9,17,96.4,100.6
Portland Trail Blazers,22,5,.815,—,19,8,108.3,101.9
Oklahoma City Thunder,21,4,.840,—,18,7,105.7,98.3
Denver Nuggets,14,10,.583,6.5,13,11,101.8,100.0
Minnesota Timberwolves,13,13,.500,8.5,16,10,105.7,102.0
Utah Jazz,7,21,.250,15.5,6,22,93.1,101.5
Los Angeles Clippers,18,9,.667,—,18,9,104.3,98.7
Phoenix Suns,14,10,.583,2.5,14,10,102.5,100.6
Golden State Warriors,14,13,.519,4.0,16,11,103.0,100.3
Los Angeles Lakers,12,13,.480,5.0,10,15,100.3,103.4
Sacramento Kings,7,17,.292,9.5,9,15,99.3,102.6
San Antonio Spurs,21,5,.808,—,20,6,103.1,94.7
Houston Rockets,17,9,.654,4.0,17,9,107.1,101.9
Dallas Mavericks,15,10,.600,5.5,14,11,103.2,101.2
New Orleans Pelicans,11,13,.458,9.0,12,12,102.2,102.5
Memphis Grizzlies,10,15,.400,10.5,9,16,93.5,97.7
