Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,28,7,.800,—,27,8,99.5,91.4
New York Knicks,21,14,.600,7.0,20,15,108.1,106.2
Philadelphia 76ers,15,21,.417,13.5,17,19,96.6,97.0
Toronto Raptors,12,24,.333,16.5,13,23,100.6,105.1
New Jersey Nets,10,26,.278,18.5,10,26,91.9,98.1
Chicago Bulls,23,12,.657,—,24,11,99.5,94.3
Indiana Pacers,14,19,.424,8.0,16,17,96.5,97.3
Milwaukee Bucks,13,21,.382,9.5,14,20,90.6,93.1
Detroit Pistons,11,24,.314,12.0,11,24,95.1,100.1
Cleveland Cavaliers,8,28,.222,15.5,7,29,94.1,103.6
Miami Heat,29,9,.763,—,30,8,101.6,92.0
Orlando Magic,24,12,.667,4.0,25,11,98.4,93.0
Atlanta Hawks,24,14,.632,5.0,23,15,97.5,94.8
Charlotte Bobcats,12,21,.364,14.5,11,22,92.8,97.6
Washington Wizards,9,25,.265,18.0,10,24,95.7,101.6
Oklahoma City Thunder,24,13,.649,—,21,16,102.9,101.3
Utah Jazz,24,13,.649,—,21,16,99.5,97.6
Denver Nuggets,20,15,.571,3.0,19,16,106.1,104.6
Portland Trail Blazers,20,17,.541,4.0,19,18,95.2,94.5
Minnesota Timberwolves,9,28,.243,15.0,12,25,102.6,108.5
Los Angeles Lakers,26,11,.703,—,26,11,103.2,97.2
Golden State Warriors,15,21,.417,10.5,13,23,102.0,105.9
Phoenix Suns,14,20,.412,10.5,14,20,105.8,108.5
Los Angeles Clippers,11,24,.314,14.0,13,22,97.3,100.7
Sacramento Kings,8,25,.242,16.0,10,23,95.4,101.3
San Antonio Spurs,30,6,.833,—,27,9,105.3,97.6
Dallas Mavericks,26,9,.743,3.5,23,12,97.8,93.3
New Orleans Hornets,21,16,.568,9.5,21,16,93.9,92.4
Memphis Grizzlies,17,19,.472,13.0,19,17,100.1,99.5
Houston Rockets,16,20,.444,14.0,18,18,104.9,104.6
