Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,33,10,.767,—,32,11,99.3,91.8
New York Knicks,23,21,.523,10.5,23,21,106.7,106.3
Philadelphia 76ers,19,25,.432,14.5,22,22,97.2,97.3
New Jersey Nets,13,32,.289,21.0,14,31,92.6,98.3
Toronto Raptors,13,32,.289,21.0,15,30,99.5,104.9
Chicago Bulls,31,14,.689,—,31,14,97.8,92.1
Detroit Pistons,17,28,.378,14.0,16,29,94.8,98.9
Indiana Pacers,16,25,.390,13.0,18,23,97.4,98.9
Milwaukee Bucks,16,26,.381,13.5,18,24,91.0,92.8
Cleveland Cavaliers,8,36,.182,22.5,8,36,93.4,104.5
Miami Heat,31,13,.705,—,33,11,101.8,93.9
Atlanta Hawks,29,16,.644,2.5,26,19,97.3,95.2
Orlando Magic,29,16,.644,2.5,31,14,100.3,94.6
Charlotte Bobcats,17,25,.405,13.0,15,27,92.7,96.4
Washington Wizards,13,30,.302,17.5,13,30,96.5,102.4
Oklahoma City Thunder,28,16,.636,—,24,20,103.4,101.9
Utah Jazz,27,17,.614,1.0,24,20,100.1,98.9
Denver Nuggets,25,18,.581,2.5,26,17,107.4,104.3
Portland Trail Blazers,25,21,.543,4.0,24,22,95.8,95.2
Minnesota Timberwolves,10,34,.227,18.0,14,30,103.0,108.9
Los Angeles Lakers,32,13,.711,—,33,12,103.4,96.4
Phoenix Suns,20,23,.465,11.0,19,24,105.8,107.7
Golden State Warriors,19,25,.432,12.5,17,27,103.3,106.6
Los Angeles Clippers,17,26,.395,14.0,18,25,99.5,101.7
Sacramento Kings,10,32,.238,20.5,14,28,97.2,102.4
San Antonio Spurs,38,7,.844,—,33,12,104.1,96.8
New Orleans Hornets,30,16,.652,8.5,29,17,94.3,90.9
Dallas Mavericks,28,15,.651,9.0,25,18,96.3,94.1
Memphis Grizzlies,22,23,.489,16.0,24,21,99.5,98.7
Houston Rockets,21,25,.457,17.5,24,22,105.5,105.2
