Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,37,27,.578,—,37,27,92.1,89.9
New York Knicks,33,30,.524,3.5,38,25,97.5,94.6
Philadelphia 76ers,32,30,.516,4.0,41,21,93.4,88.9
New Jersey Nets,22,41,.349,14.5,20,43,93.6,98.9
Toronto Raptors,22,41,.349,14.5,23,40,90.9,94.7
Chicago Bulls,47,16,.746,—,48,15,96.3,88.5
Indiana Pacers,41,22,.651,6.0,39,24,97.7,94.2
Milwaukee Bucks,29,33,.468,17.5,32,30,99.6,99.3
Detroit Pistons,23,40,.365,24.0,20,43,90.7,96.0
Cleveland Cavaliers,21,41,.339,25.5,17,45,93.2,99.8
Miami Heat,45,17,.726,—,46,16,99.7,92.7
Atlanta Hawks,38,25,.603,7.5,39,24,96.0,92.8
Orlando Magic,36,26,.581,9.0,34,28,94.5,92.9
Washington Wizards,16,46,.258,29.0,18,44,93.4,99.8
Charlotte Bobcats,7,55,.113,38.0,7,55,87.1,100.6
Oklahoma City Thunder,46,17,.730,—,45,18,102.8,96.3
Denver Nuggets,34,28,.548,11.5,35,27,103.5,101.6
Utah Jazz,33,30,.524,13.0,32,31,99.4,99.2
Portland Trail Blazers,28,35,.444,18.0,32,31,97.5,97.5
Minnesota Timberwolves,26,38,.406,20.5,28,36,98.0,99.8
Los Angeles Lakers,40,24,.625,—,36,28,97.1,95.5
Los Angeles Clippers,39,24,.619,0.5,38,25,97.4,94.7
Phoenix Suns,33,30,.524,6.5,32,31,98.3,98.1
Golden State Warriors,22,40,.355,17.0,23,39,98.1,101.6
Sacramento Kings,20,43,.317,19.5,18,45,98.1,104.6
San Antonio Spurs,46,16,.742,—,45,17,103.0,96.4
Memphis Grizzlies,38,25,.603,8.5,36,27,94.9,93.2
Dallas Mavericks,36,28,.563,11.0,35,29,96.1,94.7
Houston Rockets,32,31,.508,14.5,32,31,98.5,98.2
New Orleans Hornets,20,43,.317,26.5,23,40,89.8,93.5
