Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,35,25,.583,—,35,25,91.7,89.4
Philadelphia 76ers,31,28,.525,3.5,40,19,93.1,88.3
New York Knicks,31,28,.525,3.5,36,23,97.4,94.3
New Jersey Nets,22,39,.361,13.5,19,42,93.5,98.8
Toronto Raptors,21,39,.350,14.0,22,38,91.1,94.6
Chicago Bulls,45,14,.763,—,45,14,96.8,88.8
Indiana Pacers,38,22,.633,7.5,37,23,97.0,94.0
Milwaukee Bucks,29,31,.483,16.5,31,29,99.3,98.7
Detroit Pistons,22,37,.373,23.0,18,41,90.5,96.1
Cleveland Cavaliers,20,38,.345,24.5,17,41,93.7,99.7
Miami Heat,41,17,.707,—,42,16,100.2,93.5
Atlanta Hawks,35,24,.593,6.5,35,24,95.6,92.9
Orlando Magic,34,25,.576,7.5,32,27,94.0,92.8
Washington Wizards,14,46,.233,28.0,16,44,93.1,99.8
Charlotte Bobcats,7,51,.121,34.0,7,51,88.0,101.4
Oklahoma City Thunder,44,16,.733,—,43,17,103.1,96.5
Denver Nuggets,32,27,.542,11.5,33,26,103.6,101.8
Utah Jazz,31,30,.508,13.5,30,31,98.8,98.9
Portland Trail Blazers,28,32,.467,16.0,31,29,97.4,96.7
Minnesota Timberwolves,25,36,.410,19.5,27,34,98.5,100.0
Los Angeles Lakers,38,22,.633,—,35,25,96.9,94.7
Los Angeles Clippers,37,23,.617,1.0,36,24,97.5,94.9
Phoenix Suns,31,29,.517,7.0,30,30,97.9,97.9
Golden State Warriors,22,37,.373,15.5,23,36,98.3,101.3
Sacramento Kings,19,41,.317,19.0,18,42,98.1,104.3
San Antonio Spurs,42,16,.724,—,40,18,101.8,96.3
Memphis Grizzlies,35,24,.593,7.5,33,26,95.3,93.7
Dallas Mavericks,34,26,.567,9.0,33,27,95.0,93.7
Houston Rockets,32,27,.542,10.5,31,28,98.4,97.6
New Orleans Hornets,17,42,.288,25.5,20,39,89.8,94.0
