Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,5,6,.455,—,5,6,96.3,96.4
Boston Celtics,4,7,.364,1.0,6,5,101.9,100.5
Philadelphia 76ers,4,7,.364,1.0,5,6,96.3,98.3
New York Knicks,4,9,.308,2.0,5,8,99.1,102.2
Toronto Raptors,3,8,.273,2.0,4,7,99.5,103.7
Cleveland Cavaliers,8,4,.667,—,7,5,96.0,93.1
Detroit Pistons,7,5,.583,1.0,7,5,96.6,95.3
Indiana Pacers,6,6,.500,2.0,5,7,94.3,97.3
Milwaukee Bucks,4,8,.333,4.0,4,8,98.1,101.9
Chicago Bulls,3,8,.273,4.5,5,6,95.1,95.4
Orlando Magic,8,4,.667,—,7,5,96.6,94.3
Atlanta Hawks,4,5,.444,2.5,5,4,98.4,96.8
Miami Heat,4,7,.364,3.5,2,9,88.7,99.5
Washington Wizards,4,7,.364,3.5,5,6,99.4,101.9
Charlotte Bobcats,3,8,.273,4.5,3,8,91.6,96.9
Utah Jazz,11,1,.917,—,9,3,107.8,100.3
Denver Nuggets,6,4,.600,4.0,6,4,108.3,106.2
Seattle SuperSonics,6,7,.462,5.5,7,6,102.2,100.8
Portland Trail Blazers,6,7,.462,5.5,5,8,93.5,97.8
Minnesota Timberwolves,4,6,.400,6.0,5,5,93.7,94.6
Los Angeles Lakers,8,3,.727,—,6,5,99.6,97.5
Los Angeles Clippers,6,4,.600,1.5,6,4,99.0,97.4
Golden State Warriors,7,5,.583,1.5,7,5,105.8,102.3
Sacramento Kings,5,5,.500,2.5,5,5,98.2,98.9
Phoenix Suns,5,6,.455,3.0,6,5,106.5,105.8
San Antonio Spurs,10,2,.833,—,9,3,100.2,92.4
Houston Rockets,8,4,.667,2.0,8,4,94.5,90.5
New Orleans/Oklahoma City Hornets,8,4,.667,2.0,7,5,95.3,93.7
Dallas Mavericks,7,4,.636,2.5,6,5,99.4,97.5
Memphis Grizzlies,2,9,.182,7.5,4,7,94.0,97.4
