Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,13,12,.520,—,13,12,102.4,101.2
New Jersey Nets,12,12,.500,0.5,12,12,95.8,95.7
Boston Celtics,10,14,.417,2.5,10,14,96.4,99.2
New York Knicks,6,17,.261,6.0,8,15,92.8,97.5
Toronto Raptors,5,20,.200,8.0,6,19,95.4,103.4
Detroit Pistons,20,3,.870,—,18,5,99.9,91.6
Indiana Pacers,14,8,.636,5.5,14,8,93.5,89.3
Cleveland Cavaliers,14,9,.609,6.0,15,8,102.2,97.8
Milwaukee Bucks,14,9,.609,6.0,10,13,97.7,99.0
Chicago Bulls,12,12,.500,8.5,11,13,96.0,97.5
Miami Heat,15,11,.577,—,16,10,98.1,94.9
Orlando Magic,9,13,.409,4.0,8,14,87.8,91.4
Washington Wizards,9,14,.391,4.5,11,12,99.1,99.3
Charlotte Bobcats,8,18,.308,7.0,11,15,96.4,98.8
Atlanta Hawks,6,18,.250,8.0,7,17,93.6,100.2
Minnesota Timberwolves,12,10,.545,—,14,8,93.0,89.7
Denver Nuggets,12,13,.480,1.5,13,12,97.6,96.8
Seattle SuperSonics,11,13,.458,2.0,9,15,100.9,104.8
Utah Jazz,11,14,.440,2.5,10,15,87.7,90.7
Portland Trail Blazers,7,17,.292,6.0,5,19,86.7,95.7
Phoenix Suns,15,9,.625,—,17,7,102.3,95.7
Los Angeles Clippers,15,9,.625,—,14,10,97.0,94.9
Los Angeles Lakers,14,11,.560,1.5,15,10,96.4,94.0
Golden State Warriors,14,11,.560,1.5,13,12,99.1,98.2
Sacramento Kings,10,15,.400,5.5,12,13,99.0,99.2
San Antonio Spurs,19,6,.760,—,18,7,96.4,90.4
Dallas Mavericks,18,7,.720,1.0,16,9,98.6,94.7
Memphis Grizzlies,14,9,.609,4.0,15,8,89.8,86.3
New Orleans/Oklahoma City Hornets,11,13,.458,7.5,10,14,91.6,93.9
Houston Rockets,10,13,.435,8.0,11,12,88.4,89.2
