Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,18,6,.750,—,18,6,110.0,102.4
Toronto Raptors,18,8,.692,1.0,19,7,112.3,103.9
Boston Celtics,14,12,.538,5.0,14,12,104.0,102.6
New York Knicks,14,12,.538,5.0,11,15,104.5,107.2
Charlotte Hornets,14,13,.519,5.5,15,12,103.7,102.2
Detroit Pistons,14,14,.500,6.0,17,11,99.3,96.6
Milwaukee Bucks,13,12,.520,5.5,14,11,103.8,101.9
Atlanta Hawks,13,13,.500,6.0,12,14,102.5,104.1
Chicago Bulls,13,13,.500,6.0,14,12,101.1,100.0
Indiana Pacers,13,14,.481,6.5,11,16,104.2,106.4
Orlando Magic,12,16,.429,8.0,10,18,97.4,101.6
Washington Wizards,11,14,.440,7.5,11,14,104.8,106.3
Miami Heat,9,18,.333,10.5,11,16,97.4,100.2
Brooklyn Nets,7,18,.280,11.5,7,18,106.7,114.6
Philadelphia 76ers,6,20,.231,13.0,7,19,97.9,105.7
Golden State Warriors,23,4,.852,—,22,5,117.3,105.5
San Antonio Spurs,21,5,.808,1.5,18,8,103.7,97.7
Houston Rockets,20,7,.741,3.0,20,7,113.1,105.7
Los Angeles Clippers,20,7,.741,3.0,20,7,109.6,101.0
Memphis Grizzlies,18,10,.643,5.5,14,14,97.2,97.3
Utah Jazz,17,10,.630,6.0,19,8,100.9,95.4
Oklahoma City Thunder,15,11,.577,7.5,14,12,105.6,104.9
Portland Trail Blazers,13,15,.464,10.5,12,16,110.1,112.2
Los Angeles Lakers,11,18,.379,13.0,9,20,104.3,110.2
Denver Nuggets,10,16,.385,12.5,11,15,106.6,109.3
Sacramento Kings,10,16,.385,12.5,11,15,102.3,104.2
New Orleans Pelicans,9,19,.321,14.5,10,18,102.6,107.1
Phoenix Suns,8,18,.308,14.5,8,18,106.5,113.0
Minnesota Timberwolves,7,18,.280,15.0,10,15,103.7,106.7
Dallas Mavericks,6,20,.231,16.5,7,19,93.5,100.4
