Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,14,2,.875,—,14,2,100.9,87.4
Toronto Raptors,10,8,.556,5.0,12,6,98.7,93.9
New Jersey Nets,9,9,.500,6.0,5,13,90.6,96.2
New York Knicks,5,11,.313,9.0,4,12,93.8,102.3
Philadelphia 76ers,5,12,.294,9.5,7,10,90.8,93.9
Detroit Pistons,12,5,.706,—,13,4,101.0,92.8
Milwaukee Bucks,8,8,.500,3.5,6,10,94.9,98.4
Cleveland Cavaliers,9,10,.474,4.0,7,12,96.6,101.2
Indiana Pacers,9,10,.474,4.0,9,10,103.0,104.5
Chicago Bulls,4,11,.267,7.0,4,11,89.1,95.6
Orlando Magic,16,4,.800,—,14,6,104.5,97.6
Washington Wizards,8,9,.471,6.5,8,9,101.3,101.6
Atlanta Hawks,7,10,.412,7.5,7,10,93.5,95.5
Charlotte Bobcats,6,10,.375,8.0,5,11,92.4,98.2
Miami Heat,4,13,.235,10.5,5,12,89.5,94.8
Utah Jazz,13,6,.684,—,14,5,107.1,99.2
Denver Nuggets,11,7,.611,1.5,12,6,106.6,101.6
Portland Trail Blazers,6,12,.333,6.5,5,13,91.4,97.2
Seattle SuperSonics,3,15,.167,9.5,4,14,98.8,107.7
Minnesota Timberwolves,2,14,.125,9.5,3,13,93.1,102.9
Phoenix Suns,14,4,.778,—,12,6,109.1,103.5
Los Angeles Lakers,10,8,.556,4.0,12,6,106.1,101.6
Golden State Warriors,9,8,.529,4.5,9,8,109.1,108.1
Sacramento Kings,7,10,.412,6.5,7,10,100.9,103.9
Los Angeles Clippers,6,10,.375,7.0,5,11,94.2,99.8
San Antonio Spurs,15,3,.833,—,14,4,101.6,92.1
New Orleans Hornets,12,6,.667,3.0,11,7,96.8,93.3
Dallas Mavericks,12,6,.667,3.0,12,6,102.6,98.1
Houston Rockets,9,9,.500,6.0,10,8,95.5,94.1
Memphis Grizzlies,6,11,.353,8.5,8,9,104.5,105.5
