Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,45,12,.789,—,46,11,100.4,90.6
Toronto Raptors,32,25,.561,13.0,37,20,100.2,95.8
New Jersey Nets,26,32,.448,19.5,20,38,94.6,99.3
Philadelphia 76ers,26,33,.441,20.0,28,31,95.1,95.6
New York Knicks,18,40,.310,27.5,18,40,95.2,101.0
Detroit Pistons,42,16,.724,—,44,14,98.2,90.5
Cleveland Cavaliers,33,26,.559,9.5,28,31,97.1,97.8
Chicago Bulls,23,35,.397,19.0,23,35,95.8,98.6
Indiana Pacers,23,36,.390,19.5,25,34,102.7,105.2
Milwaukee Bucks,22,36,.379,20.0,17,41,95.4,101.8
Orlando Magic,37,23,.617,—,37,23,104.1,100.6
Washington Wizards,28,30,.483,8.0,29,29,98.0,98.2
Atlanta Hawks,25,32,.439,10.5,24,33,95.6,97.7
Charlotte Bobcats,19,39,.328,17.0,17,41,95.2,101.2
Miami Heat,11,46,.193,24.5,15,42,93.5,100.6
Utah Jazz,37,22,.627,—,40,19,105.2,100.0
Denver Nuggets,35,23,.603,1.5,35,23,107.6,104.7
Portland Trail Blazers,31,28,.525,6.0,28,31,95.3,95.9
Seattle SuperSonics,15,43,.259,21.5,15,43,96.8,104.2
Minnesota Timberwolves,12,45,.211,24.0,15,42,93.4,100.7
Los Angeles Lakers,41,18,.695,—,43,16,107.8,100.6
Phoenix Suns,39,19,.672,1.5,38,20,109.4,104.6
Golden State Warriors,35,22,.614,5.0,33,24,110.1,107.7
Sacramento Kings,26,32,.448,14.5,24,34,100.9,103.3
Los Angeles Clippers,19,37,.339,20.5,19,37,94.3,98.9
San Antonio Spurs,39,17,.696,—,39,17,96.2,90.9
New Orleans Hornets,39,18,.684,0.5,39,18,100.3,95.0
Dallas Mavericks,39,20,.661,1.5,38,21,99.4,95.3
Houston Rockets,38,20,.655,2.0,38,20,96.6,92.2
Memphis Grizzlies,14,44,.241,26.0,18,40,99.6,105.6
