Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,18,17,.514,—,20,15,98.7,96.5
Brooklyn Nets,15,22,.405,4.0,13,24,96.3,100.7
New York Knicks,14,22,.389,4.5,14,22,95.3,98.0
Boston Celtics,13,25,.342,6.5,14,24,95.3,98.9
Philadelphia 76ers,12,25,.324,7.0,9,28,102.5,110.9
Indiana Pacers,29,7,.806,—,29,7,96.9,87.9
Chicago Bulls,17,18,.486,11.5,17,18,91.4,91.6
Detroit Pistons,16,22,.421,14.0,15,23,99.5,102.6
Cleveland Cavaliers,13,24,.351,16.5,11,26,95.5,101.2
Milwaukee Bucks,7,29,.194,22.0,8,28,91.6,100.0
Miami Heat,27,10,.730,—,26,11,104.3,98.2
Atlanta Hawks,20,18,.526,7.5,21,17,101.4,100.1
Washington Wizards,16,19,.457,10.0,15,20,97.8,99.6
Charlotte Bobcats,15,23,.395,12.5,14,24,93.0,96.6
Orlando Magic,10,27,.270,17.0,11,26,95.4,101.1
Oklahoma City Thunder,28,9,.757,—,27,10,105.2,98.0
Portland Trail Blazers,28,9,.757,—,26,11,109.1,102.9
Denver Nuggets,19,17,.528,8.5,20,16,102.6,101.2
Minnesota Timberwolves,18,19,.486,10.0,24,13,107.0,102.4
Utah Jazz,12,26,.316,16.5,10,28,93.7,101.1
Los Angeles Clippers,26,13,.667,—,27,12,105.3,99.4
Golden State Warriors,25,14,.641,1.0,26,13,103.3,98.4
Phoenix Suns,21,15,.583,3.5,21,15,103.2,100.7
Los Angeles Lakers,14,23,.378,11.0,12,25,99.3,105.1
Sacramento Kings,13,22,.371,11.0,16,19,102.0,103.6
San Antonio Spurs,29,8,.784,—,28,9,104.7,96.4
Houston Rockets,24,14,.632,5.5,23,15,105.3,102.0
Dallas Mavericks,22,16,.579,7.5,21,17,103.0,101.5
Memphis Grizzlies,17,19,.472,11.5,17,19,96.6,97.6
New Orleans Pelicans,15,21,.417,13.5,16,20,101.6,103.2
