Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,48,27,.640,—,49,26,96.1,91.7
Boston Celtics,43,32,.573,5.0,42,33,96.5,94.9
Orlando Magic,40,33,.548,7.0,42,31,101.2,99.1
Philadelphia 76ers,39,35,.527,8.5,43,31,91.1,89.1
Washington Wizards,34,41,.453,14.0,34,41,92.9,94.2
Miami Heat,32,42,.432,15.5,33,41,86.8,88.3
New York Knicks,28,45,.384,19.0,26,47,91.5,95.2
Detroit Pistons,45,30,.600,—,42,33,93.3,91.8
Charlotte Hornets,39,35,.527,5.5,39,35,93.7,92.9
Milwaukee Bucks,39,35,.527,5.5,38,36,97.9,97.4
Indiana Pacers,36,37,.493,8.0,36,37,96.8,97.1
Toronto Raptors,36,38,.486,8.5,33,41,91.0,92.3
Atlanta Hawks,30,44,.405,14.5,27,47,94.0,97.9
Cleveland Cavaliers,26,48,.351,18.5,27,47,94.2,98.1
Chicago Bulls,17,57,.230,27.5,15,59,88.1,97.1
Dallas Mavericks,51,22,.699,—,46,27,105.7,101.9
San Antonio Spurs,50,24,.676,1.5,51,23,96.8,91.3
Minnesota Timberwolves,46,28,.622,5.5,47,27,99.6,95.7
Utah Jazz,42,33,.560,10.0,42,33,96.1,94.5
Houston Rockets,27,46,.370,24.0,26,47,93.2,97.3
Denver Nuggets,23,50,.315,28.0,21,52,92.3,98.7
Memphis Grizzlies,19,55,.257,32.5,17,57,89.5,97.6
Sacramento Kings,55,19,.743,—,55,19,103.6,96.1
Los Angeles Lakers,53,22,.707,2.5,55,20,101.1,93.9
Portland Trail Blazers,44,30,.595,11.0,45,29,96.5,93.6
Seattle SuperSonics,43,33,.566,13.0,47,29,97.7,94.2
Los Angeles Clippers,37,38,.493,18.5,37,38,95.5,95.7
Phoenix Suns,34,41,.453,21.5,36,39,95.5,95.9
Golden State Warriors,19,55,.257,36.0,24,50,97.3,102.5
