Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,12,16,.429,—,13,15,95.5,96.5
Toronto Raptors,10,14,.417,—,12,12,99.1,99.0
Brooklyn Nets,9,17,.346,2.0,9,17,98.1,102.5
New York Knicks,8,18,.308,3.0,10,16,94.7,97.9
Philadelphia 76ers,8,20,.286,4.0,6,22,102.4,111.7
Indiana Pacers,21,5,.808,—,20,6,98.2,89.9
Detroit Pistons,13,16,.448,9.5,13,16,100.3,102.0
Chicago Bulls,10,16,.385,11.0,12,14,91.8,93.3
Cleveland Cavaliers,10,16,.385,11.0,8,18,95.6,101.2
Milwaukee Bucks,6,21,.222,15.5,6,21,91.9,99.8
Miami Heat,20,6,.769,—,20,6,104.2,96.2
Atlanta Hawks,15,12,.556,5.5,16,11,101.7,99.4
Charlotte Bobcats,13,15,.464,8.0,13,15,91.8,93.0
Washington Wizards,12,13,.480,7.5,12,13,99.2,100.0
Orlando Magic,8,19,.296,12.5,10,17,96.6,100.7
Portland Trail Blazers,23,5,.821,—,20,8,108.4,102.1
Oklahoma City Thunder,22,4,.846,—,19,7,106.0,98.4
Denver Nuggets,14,12,.538,8.0,14,12,101.2,100.6
Minnesota Timberwolves,13,14,.481,9.5,16,11,105.2,102.0
Utah Jazz,8,22,.267,16.0,7,23,92.7,101.5
Los Angeles Clippers,19,9,.679,—,20,8,104.5,98.5
Phoenix Suns,16,10,.615,2.0,15,11,103.3,100.8
Golden State Warriors,15,13,.536,4.0,17,11,103.0,99.7
Los Angeles Lakers,13,14,.481,5.5,11,16,99.8,102.9
Sacramento Kings,8,18,.308,10.0,10,16,99.7,103.3
San Antonio Spurs,21,6,.778,—,20,7,103.0,95.3
Houston Rockets,18,10,.643,3.5,18,10,106.4,102.1
Dallas Mavericks,15,12,.556,6.0,15,12,103.5,102.3
New Orleans Pelicans,11,14,.440,9.0,12,13,102.4,102.8
Memphis Grizzlies,11,15,.423,9.5,10,16,93.6,97.3
