Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Orlando Magic,19,8,.704,—,16,11,90.0,87.6
Miami Heat,18,7,.720,—,18,7,89.3,83.8
New York Knicks,15,12,.556,4.0,16,11,86.2,84.3
Philadelphia 76ers,14,11,.560,4.0,16,9,89.6,86.2
Washington Wizards,10,15,.400,8.0,11,14,90.9,92.4
Boston Celtics,8,16,.333,9.5,9,15,94.2,98.1
New Jersey Nets,5,20,.200,13.0,7,18,86.6,93.1
Indiana Pacers,18,7,.720,—,15,10,93.6,90.8
Milwaukee Bucks,15,10,.600,3.0,15,10,92.5,89.5
Atlanta Hawks,15,11,.577,3.5,17,9,86.2,82.8
Detroit Pistons,14,12,.538,4.5,15,11,89.7,88.2
Cleveland Cavaliers,13,11,.542,4.5,13,11,89.0,88.3
Toronto Raptors,12,13,.480,6.0,12,13,90.4,91.2
Charlotte Hornets,9,15,.375,8.5,8,16,88.2,92.5
Chicago Bulls,8,18,.308,10.5,8,18,84.2,89.4
Utah Jazz,20,6,.769,—,20,6,94.5,86.1
San Antonio Spurs,17,9,.654,3.0,19,7,92.6,85.8
Houston Rockets,17,9,.654,3.0,14,12,94.3,93.2
Minnesota Timberwolves,14,12,.538,6.0,14,12,93.5,92.2
Dallas Mavericks,9,18,.333,11.5,11,16,90.4,93.1
Denver Nuggets,7,19,.269,13.0,7,19,93.9,100.3
Vancouver Grizzlies,5,21,.192,15.0,6,20,90.4,99.1
Portland Trail Blazers,21,5,.808,—,20,6,95.4,87.2
Los Angeles Lakers,19,9,.679,3.0,19,9,98.6,94.0
Seattle SuperSonics,13,11,.542,7.0,13,11,91.1,90.3
Phoenix Suns,13,13,.500,8.0,13,13,96.5,96.2
Sacramento Kings,11,16,.407,10.5,12,15,99.1,101.1
Golden State Warriors,10,15,.400,10.5,9,16,87.2,90.6
Los Angeles Clippers,2,22,.083,18.0,3,21,89.5,101.8
