Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,39,21,.650,—,40,20,98.7,94.0
Toronto Raptors,32,28,.533,7.0,28,32,104.3,105.3
Philadelphia 76ers,22,39,.361,17.5,23,38,97.4,100.9
New York Knicks,21,41,.339,19.0,24,38,101.5,105.0
New Jersey Nets,7,55,.113,33.0,11,51,90.6,100.9
Cleveland Cavaliers,49,15,.766,—,47,17,102.3,95.1
Milwaukee Bucks,33,29,.532,15.0,35,27,98.1,96.5
Chicago Bulls,31,31,.500,17.0,27,35,97.4,99.0
Detroit Pistons,21,41,.339,27.0,21,41,92.7,97.5
Indiana Pacers,20,43,.317,28.5,21,42,99.5,104.7
Orlando Magic,43,20,.683,—,44,19,101.7,95.5
Atlanta Hawks,40,22,.645,2.5,41,21,102.2,97.5
Miami Heat,32,31,.508,11.0,33,30,96.3,95.4
Charlotte Bobcats,30,31,.492,12.0,32,29,94.8,94.2
Washington Wizards,21,38,.356,20.0,21,38,97.5,101.5
Denver Nuggets,41,21,.661,—,41,21,107.5,102.6
Utah Jazz,40,22,.645,1.0,42,20,102.7,97.5
Oklahoma City Thunder,37,24,.607,3.5,37,24,99.6,96.4
Portland Trail Blazers,37,27,.578,5.0,39,25,97.9,94.9
Minnesota Timberwolves,14,49,.222,27.5,15,48,97.7,106.4
Los Angeles Lakers,46,17,.730,—,44,19,102.7,96.5
Phoenix Suns,40,25,.615,7.0,40,25,109.5,106.1
Los Angeles Clippers,25,38,.397,21.0,20,43,95.7,100.8
Sacramento Kings,21,41,.339,24.5,22,40,100.8,105.2
Golden State Warriors,17,45,.274,28.5,23,39,106.8,110.8
Dallas Mavericks,43,21,.672,—,37,27,101.5,99.0
San Antonio Spurs,36,24,.600,5.0,39,21,100.9,96.5
Memphis Grizzlies,32,31,.508,10.5,30,33,101.9,102.8
Houston Rockets,31,30,.508,10.5,30,31,101.2,101.2
New Orleans Hornets,31,32,.492,11.5,28,35,99.6,101.4
