Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,16,7,.696,—,18,5,97.3,89.0
Boston Celtics,16,7,.696,—,14,9,98.4,94.8
Philadelphia 76ers,15,8,.652,1.0,14,9,94.8,91.8
Orlando Magic,13,11,.542,3.5,11,13,99.0,99.8
Washington Wizards,9,13,.409,6.5,11,11,89.1,88.6
New York Knicks,7,14,.333,8.0,8,13,92.7,96.0
Miami Heat,6,17,.261,10.0,6,17,84.0,89.9
Indiana Pacers,17,5,.773,—,16,6,98.1,91.8
New Orleans Hornets,17,7,.708,1.0,16,8,95.5,90.8
Detroit Pistons,15,7,.682,2.0,14,8,86.6,83.3
Milwaukee Bucks,10,13,.435,7.5,13,10,99.7,98.3
Atlanta Hawks,10,13,.435,7.5,9,14,95.9,98.3
Toronto Raptors,7,15,.318,10.0,6,16,88.1,94.8
Chicago Bulls,7,16,.304,10.5,6,17,92.8,99.5
Cleveland Cavaliers,5,20,.200,13.5,4,21,90.2,101.0
Dallas Mavericks,20,3,.870,—,20,3,105.4,93.2
San Antonio Spurs,14,9,.609,6.0,15,8,92.3,87.8
Minnesota Timberwolves,13,11,.542,7.5,12,12,95.6,96.1
Houston Rockets,12,10,.545,7.5,13,9,91.0,88.8
Utah Jazz,12,11,.522,8.0,14,9,94.3,91.5
Denver Nuggets,6,18,.250,14.5,5,19,80.5,88.9
Memphis Grizzlies,6,19,.240,15.0,7,18,94.5,100.7
Sacramento Kings,19,6,.760,—,18,7,99.2,92.2
Phoenix Suns,13,10,.565,5.0,11,12,89.0,89.8
Seattle SuperSonics,13,11,.542,5.5,13,11,93.7,93.0
Portland Trail Blazers,11,11,.500,6.5,12,10,90.1,89.0
Los Angeles Clippers,10,14,.417,8.5,9,15,92.9,95.8
Los Angeles Lakers,9,15,.375,9.5,10,14,94.1,96.8
Golden State Warriors,8,15,.348,10.0,10,13,98.3,100.3
