Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,32,15,.681,—,32,15,96.8,92.0
Boston Celtics,28,21,.571,5.0,27,22,95.6,94.0
Washington Wizards,25,21,.543,6.5,23,23,91.8,92.0
Orlando Magic,25,24,.510,8.0,29,20,100.0,97.6
Philadelphia 76ers,24,24,.500,8.5,26,22,89.9,88.6
New York Knicks,18,28,.391,13.5,17,29,90.3,93.7
Miami Heat,18,29,.383,14.0,18,29,85.8,88.5
Milwaukee Bucks,27,18,.600,—,24,21,98.2,97.0
Toronto Raptors,28,21,.571,1.0,25,24,93.0,92.5
Detroit Pistons,25,21,.543,2.5,26,20,94.0,92.5
Indiana Pacers,25,25,.500,4.5,24,26,97.0,97.4
Charlotte Hornets,23,24,.489,5.0,23,24,93.3,93.6
Atlanta Hawks,16,32,.333,12.5,13,35,93.5,100.3
Cleveland Cavaliers,15,33,.313,13.5,16,32,93.1,97.6
Chicago Bulls,11,36,.234,17.0,10,37,86.0,94.3
Dallas Mavericks,35,14,.714,—,31,18,104.9,101.1
Minnesota Timberwolves,33,16,.673,2.0,32,17,101.0,96.8
San Antonio Spurs,31,16,.660,3.0,33,14,97.6,92.0
Utah Jazz,25,24,.510,10.0,25,24,95.8,95.7
Houston Rockets,16,33,.327,19.0,18,31,92.6,96.4
Denver Nuggets,14,31,.311,19.0,14,31,93.1,98.3
Memphis Grizzlies,14,34,.292,20.5,12,36,90.5,98.0
Sacramento Kings,37,11,.771,—,36,12,104.4,96.8
Los Angeles Lakers,33,13,.717,3.0,36,10,101.4,92.5
Portland Trail Blazers,25,23,.521,12.0,27,21,95.8,93.9
Seattle SuperSonics,25,23,.521,12.0,27,21,97.5,95.8
Los Angeles Clippers,25,25,.500,13.0,24,26,96.4,96.7
Phoenix Suns,24,24,.500,13.0,25,23,97.8,97.2
Golden State Warriors,14,32,.304,22.0,15,31,95.0,99.7
